RSUJ2;NAZRSUJ2;RSUJ3;ID_REGION;NAZKRJ = NAZRSUJ3;DISTRICT;LSUJ1;NAZOKS = NAZLSUJ1;LSUJ2;MUNICIPALITY;NAZZUJ = NAZLSUJ2;CADASTRE;NAZUTJ;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850187;Malá Lehôtka;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850195;Hradec;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;867781;Ve¾ká Lehôtka;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227513881;513881;Prievidza;850063;Prievidza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514349;514349;Radobica;850942;Radobica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514349;514349;Radobica;850942;Radobica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514349;514349;Radobica;850942;Radobica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514349;514349;Radobica;850942;Radobica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514357;514357;Ráztoèno;851868;Ráztoèno;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514357;514357;Ráztoèno;851868;Ráztoèno;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514365;514365;Rudnianska Lehota;853437;Rudnianska Lehota;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514373;514373;Sebedraie;854492;Sebedraie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514381;514381;Seè;854514;Seè;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514390;514390;Šútovce;862304;Horné Šútovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514390;514390;Šútovce;862312;Dolné Šútovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514403;514403;Temeš;862711;Temeš;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514411;514411;Tuina;866148;Tuina;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514411;514411;Tuina;866148;Tuina;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514420;514420;Valaská Belá;867195;Valaská Belá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514420;514420;Valaská Belá;867195;Valaská Belá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514420;514420;Valaská Belá;867195;Valaská Belá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514420;514420;Valaská Belá;867195;Valaská Belá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514420;514420;Valaská Belá;867195;Valaská Belá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514420;514420;Valaská Belá;867195;Valaská Belá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514438;514438;Ve¾ká Èausa;867659;Ve¾ká Èausa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514454;514454;Zemianske Kosto¾any;873055;Zemianske Kosto¾any;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;307;SK0227;Prievidza;SK0227514454;514454;Zemianske Kosto¾any;873055;Zemianske Kosto¾any;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512851;512851;Beluša;802506;Beluša;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512851;512851;Beluša;802506;Beluša;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512851;512851;Beluša;802506;Beluša;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512851;512851;Beluša;802506;Beluša;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512851;512851;Beluša;816400;Hloa-Podhorie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512851;512851;Beluša;816400;Hloa-Podhorie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512940;512940;Dohòany;811432;Dohòany;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512940;512940;Dohòany;811432;Dohòany;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512940;512940;Dohòany;811432;Dohòany;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512940;512940;Dohòany;811432;Dohòany;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512940;512940;Dohòany;838535;Mostište;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512940;512940;Dohòany;872873;Zbora;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228512958;512958;Dolná Breznica;811521;Dolná Breznica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557439;557439;Dolné Koèkovce;812013;Dolné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557692;557692;Horná Breznica;817163;Horná Breznica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513121;513121;Horovce;818551;Horovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557501;557501;Kvašov;830151;Kvašov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557501;557501;Kvašov;830151;Kvašov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830917;Dubková;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830917;Dubková;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513300;513300;Lazy pod Makytou;830950;Lazy pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513318;513318;Lednica;831051;Lednica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513326;513326;Lednické Rovne;817007;Horenice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513326;513326;Lednické Rovne;817015;Medné;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513326;513326;Lednické Rovne;817023;Hôrka;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513326;513326;Lednické Rovne;831077;Lednické Rovne;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513326;513326;Lednické Rovne;831077;Lednické Rovne;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513334;513334;Lúky;834211;Lúky;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513334;513334;Lúky;834211;Lúky;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513342;513342;Lysá pod Makytou;834483;Lysá pod Makytou;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513377;513377;Mesteèko;836753;Mesteèko;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513407;513407;Mojtín;838217;Mojtín;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513407;513407;Mojtín;838217;Mojtín;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557447;557447;Nimnica;839884;Nimnica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557447;557447;Nimnica;839884;Nimnica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557447;557447;Nimnica;839884;Nimnica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557447;557447;Nimnica;839884;Nimnica;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;818712;Hoštiná;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;821161;Ihrište;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;841234;Nosice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;841234;Nosice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850560;Vieska - Bezdedov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850501;Horné Koèkovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850462;Púchov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513610;513610;Púchov;850560;Vieska - Bezdedov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557471;557471;Streenice;859095;Streenice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557471;557471;Streenice;859095;Streenice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557471;557471;Streenice;859095;Streenice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513776;513776;Visolaje;869619;Visolaje;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557498;557498;Vydrná;870811;Vydrná;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228557498;557498;Vydrná;870811;Vydrná;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513814;513814;Zárieèie;872342;Zárieèie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228513814;513814;Zárieèie;872342;Zárieèie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228500348;500348;Zubák;873641;Zubák;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228500348;500348;Zubák;873641;Zubák;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228500348;500348;Zubák;873641;Zubák;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;308;SK0228;Púchov;SK0228500348;500348;Zubák;873641;Zubák;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505838;505838;Adamovské Kochanovce;800121;Adamovské Kochanovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505838;505838;Adamovské Kochanovce;800121;Adamovské Kochanovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505838;505838;Adamovské Kochanovce;800121;Adamovské Kochanovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505854;505854;Bobot;803197;Bobot;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505854;505854;Bobot;803201;Bobotská Lehota;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505935;505935;Dolná Poruba;811726;Dolná Poruba;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505935;505935;Dolná Poruba;811726;Dolná Poruba;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505935;505935;Dolná Poruba;811726;Dolná Poruba;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505943;505943;Dolná Súèa;811840;Dolná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505943;505943;Dolná Súèa;811840;Dolná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505943;505943;Dolná Súèa;811840;Dolná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505960;505960;Drietoma;813001;Drietoma;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505960;505960;Drietoma;813001;Drietoma;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505960;505960;Drietoma;813001;Drietoma;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505960;505960;Drietoma;813001;Drietoma;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505960;505960;Drietoma;813001;Drietoma;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229505978;505978;Dubodiel;813290;Dubodiel;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506010;506010;Horná Súèa;817627;Horná Súèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506028;506028;Horòany;817856;Horòany;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506036;506036;Horné Srnie;818216;Horné Srnie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506036;506036;Horné Srnie;818216;Horné Srnie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506044;506044;Hrabovka;818861;Hrabovka;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506087;506087;Chocholná-Velèice;820831;Chocholná-Velèice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506087;506087;Chocholná-Velèice;820831;Chocholná-Velèice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506087;506087;Chocholná-Velèice;820831;Chocholná-Velèice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506095;506095;Ivanovce;821471;Ivanovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506095;506095;Ivanovce;821471;Ivanovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506133;506133;Kostolná-Zárieèie;826669;Kostolná-Zárieèie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506168;506168;Krivosúd-Bodovka;829161;Krivosúd-Bodovka;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229545686;545686;Melèice-Lieskové;836664;Melèice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229545686;545686;Melèice-Lieskové;836664;Melèice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229545686;545686;Melèice-Lieskové;873063;Zemianske Lieskové;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506231;506231;Mníchova Lehota;837873;Mníchova Lehota;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506231;506231;Mníchova Lehota;837873;Mníchova Lehota;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506273;506273;Motešice;838608;Dolné Motešice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506273;506273;Motešice;838616;Horné Motešice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506273;506273;Motešice;845957;Peovka;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506281;506281;Nemšová;824879;K¾úèové;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506281;506281;Nemšová;833533;¼uborèa;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506281;506281;Nemšová;839639;Nemšová;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506281;506281;Nemšová;839639;Nemšová;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506281;506281;Nemšová;872431;Trenèianska Závada;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506290;506290;Neporadza;839663;Bošianska Neporadza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506290;506290;Neporadza;839671;Roòová Neporadza;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506354;506354;Omšenie;843792;Omšenie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506371;506371;Opatovce;843873;Opatovce;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229581348;581348;Petrova Lehota;845990;Petrova Lehota;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506478;506478;Selec;854841;Selec;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229546682;546682;Skalka nad Váhom;855600;Skala;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229546682;546682;Skalka nad Váhom;855782;Skalská Nová Ves;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229546682;546682;Skalka nad Váhom;866415;Újazd;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506508;506508;Soblahov;857106;Soblahov;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506532;506532;Svinná;859907;Svinná;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506541;506541;Štvrtok;861782;Štvrtok;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506559;506559;Trenèianska Teplá;811173;Dobrá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506559;506559;Trenèianska Teplá;864374;Trenèianska Teplá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506559;506559;Trenèianska Teplá;864374;Trenèianska Teplá;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506567;506567;Trenèianska Turná;815586;Hámre;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506567;506567;Trenèianska Turná;815586;Hámre;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506567;506567;Trenèianska Turná;864391;Trenèianska Turná;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506591;506591;Trenèianske Jastrabie;864412;Trenèianske Jastrabie;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506605;506605;Trenèianske Mitice;864421;Trenèianske Mitice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506605;506605;Trenèianske Mitice;864421;Trenèianske Mitice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229506605;506605;Trenèianske Mitice;864421;Trenèianske Mitice;;
SK02;Západné Slovensko;SK022;3;Trenèiansky;309;SK0229;Trenèín;SK0229545741;545741;Trenèianske Stankovce;835684;Malé Stankovce;;
