IC_ZUJ;NAZOV_ZUJ;IC_OKRES;IC_KRAJ;POINT_X;POINT_Y
506141;KostolnÈ;303;3;17.68753212;48.73346186
506150;KrajnÈ;303;3;17.66766595;48.70406317
506168;Krivos˙d - Bodovka;309;3;17.94440582;48.8108698
506184;Lubina;304;3;17.70673606;48.81559418
506206;L˙ka;304;3;17.90574386;48.66839215
506231;MnÌchova Lehota;309;3;18.06937247;48.8248281
506249;Modrov·;304;3;17.89781626;48.64007217
506257;Modrovka;304;3;17.87767861;48.64564775
506265;MoravskÈ LieskovÈ;304;3;17.76973287;48.84274147
506273;Moteöice;309;3;18.17865382;48.84325508
506281;Nemöov·;309;3;18.07999208;48.96870918
506290;Neporadza;309;3;18.14713956;48.82953948
506303;Nov· Boö·ca;304;3;17.7967515;48.89591899
506311;Nov· Lehota;304;3;17.99165281;48.65044712
506338;NovÈ Mesto nad V·hom;304;3;17.82257706;48.7559101
506346;OËkov;304;3;17.75539555;48.65472804
506354;Omöenie;309;3;18.22104078;48.89615378
506371;Opatovce;309;3;17.97498094;48.86338208
506401;Pobedim;304;3;17.80785124;48.6535648
506419;Podkylava;303;3;17.65090687;48.67974237
506427;Podolie;304;3;17.76171072;48.67213703
506435;Potvorice;304;3;17.85308301;48.69017733
506443;Povaûany;304;3;17.84879897;48.70927336
506478;Selec;309;3;18.00029874;48.77719795
506508;Soblahov;309;3;18.0935988;48.85970364
506516;Star· Lehota;304;3;17.95739804;48.64191961
506524;Star· Tur·;304;3;17.66082985;48.80200953
506532;Svinn·;309;3;18.16060529;48.78781221
506541;ätvrtok;309;3;17.88161543;48.81731797
506559;TrenËianska Tepl·;309;3;18.11823888;48.9295594
506567;TrenËianska Turn·;309;3;18.02964563;48.82899429
506583;TrenËianske Bohuslavice;304;3;17.85955574;48.79650752
506591;TrenËianske Jastrabie;309;3;18.08719991;48.79773681
506605;TrenËianske Mitice;309;3;18.11709847;48.81971325
506613;TrenËianske Teplice;309;3;18.16127018;48.90697673
506630;VaÔovce;304;3;17.72685123;48.74813748
506648;Veæk· Hradn·;309;3;18.13182905;48.77489681
506656;VeækÈ Bierovce;309;3;17.96186514;48.84794267
506672;ViöÚovÈ;304;3;17.75336051;48.73511848
506745;Trnava;207;2;17.58656321;48.38083847
506788;BÌÚovce;207;2;17.49473651;48.49824688
506796;Bohdanovce nad Trnavou;207;2;17.54940296;48.43477239
506800;BojniËky;203;2;17.80248567;48.38945739
506818;Boler·z;207;2;17.49416023;48.46714373
506826;Borov·;207;2;17.43564958;48.38671726
506834;Borovce;204;2;17.7302544;48.57775027
506842;Brestovany;207;2;17.68606746;48.38630368
506851;BuËany;207;2;17.69032104;48.41408266
506869;Bukov·;207;2;17.39460007;48.53711288
506877;CÌfer;207;2;17.49800678;48.31846619
506885;»ervenÌk;203;2;17.76045037;48.46395365
506893;Dechtice;207;2;17.57444694;48.5501507
506915;Dobr· Voda;207;2;17.54144441;48.60341591
506923;Doln· Krup·;207;2;17.55585975;48.4774596
506931;DolnÈ DubovÈ;207;2;17.59309094;48.4948873
506940;DolnÈ Oreöany;207;2;17.40516345;48.44418942
506958;DolnÈ Otrokovce;203;2;17.91310959;48.46702383
506966;DolnÈ Trhoviöte;203;2;17.90595771;48.44243236
506982;Doln˝ Lopaöov;204;2;17.66453902;48.56100422
506991;Drahovce;204;2;17.79008738;48.5285112
507008;Dubovany;204;2;17.71848318;48.53305086
507024;DvornÌky;203;2;17.7853088;48.35536959
507032;Hlohovec;203;2;17.8017861;48.42500872
507041;Horn· Krup·;207;2;17.51997442;48.52033726
507059;HornÈ DubovÈ;207;2;17.56073717;48.51767491
507067;HornÈ Oreöany;207;2;17.4327574;48.46592638
507075;HornÈ Otrokovce;203;2;17.87968315;48.49026045
507121;Chtelnica;204;2;17.60546294;48.57677874
507130;JalöovÈ;203;2;17.83893967;48.5041601
507156;JaslovskÈ Bohunice;207;2;17.6442393;48.47627245
507164;K·tlovce;207;2;17.61063262;48.52027794
507172;KæaËany;203;2;17.87067739;48.38938566
507199;KoËÌn-LanË·r;204;2;17.64267263;48.60775625
507202;Koplotovce;203;2;17.81485175;48.48506524
507211;Koöoln·;207;2;17.46090482;48.4293963
507229;Krakovany;204;2;17.75031087;48.61592021
507253;Leopoldov;203;2;17.76964581;48.44416691
507288;Madunice;203;2;17.78330059;48.48856863
507296;Majcichov;207;2;17.61677569;48.28747442
507300;Ivachnov·;508;5;19.40770434;49.08714433
507318;Malûenice;207;2;17.66457204;48.44650384
507326;Meraöice;203;2;17.94318131;48.46477376
507342;Moravany nad V·hom;204;2;17.87631959;48.59937662
507351;Nah·Ë;207;2;17.51579937;48.55652669
507369;Niûn·;204;2;17.65597285;48.52726064
507385;Ostrov;204;2;17.75953238;48.6351943
507393;Konsk·;505;5;19.71341243;49.1278497
507407;TurÌk;508;5;19.37211278;49.11922041
507415;Pastuchov;203;2;17.88602514;48.41882723
507431;PeËeÚady;204;2;17.7179677;48.48588953
507440;Pieöùany;204;2;17.81235196;48.59259087
507466;PraönÌk;204;2;17.66338152;48.64876789
507482;Rakovice;204;2;17.72841694;48.56127342
507491;Ratnovce;204;2;17.84962741;48.5550239
507512;Ruûindol;207;2;17.48512073;48.36526811
507521;Sasinkovo;203;2;17.84562206;48.36648748
507539;Siladice;203;2;17.73014084;48.36075894
507555;Smolenice;207;2;17.42540952;48.50556697
507563;Sokolovce;204;2;17.84127217;48.53254622
507571;Such· nad Parnou;207;2;17.48302453;48.41294327
507601;äpaËince;207;2;17.6048754;48.44231789
507636;ä˙rovce;207;2;17.71447614;48.33317429
507661;Trakovice;203;2;17.71595059;48.4364721
507679;Trebatice;204;2;17.74696758;48.59237873
507687;TrstÌn;207;2;17.47084025;48.54127339
507709;VeækÈ Kostolany;204;2;17.71404323;48.50932637
507725;VeselÈ;204;2;17.72526246;48.5481237
507741;Voderady;207;2;17.56475132;48.2821396
507750;VrbovÈ;204;2;17.70784062;48.6177986
507768;Zavar;207;2;17.66231847;48.35140613
507776;ZeleneË;207;2;17.58371477;48.31733699
507792;élkovce;203;2;17.71292331;48.46021799
507806;B·hoÚ;107;1;17.43078362;48.30581003
507814;Bernol·kovo;108;1;17.30960234;48.20182294
507822;BlatnÈ;108;1;17.41199101;48.27198807
507831;Borinka;106;1;17.13876612;48.26376525
507849;Budmerice;107;1;17.40723233;48.35706284
507857;»ast·;107;1;17.32040215;48.40912037
507865;»ataj;108;1;17.47910509;48.26609253
507873;Doæany;107;1;17.35542975;48.42929032
507881;Dubov·;107;1;17.31726377;48.37905516
507890;Gajary;106;1;16.91503215;48.45942921
507903;Hamuliakovo;108;1;17.25321093;48.03747688
507911;Chorv·tsky Grob;108;1;17.26656761;48.22606119
507938;Ivanka pri Dunaji;108;1;17.25343436;48.18802054
507946;Jablonec;107;1;17.45283596;48.33964037
507954;JablonovÈ;106;1;17.0930018;48.34813533
507962;Jakubov;106;1;16.92869694;48.41055963
507989;Sv‰t˝ Jur;107;1;17.20164288;48.24947153
507997;Kalinkovo;108;1;17.23313649;48.05689362
508012;Kostoliöte;106;1;16.98257899;48.44620304
508021;KuchyÚa;106;1;17.18060607;48.40519998
508039;L·b;106;1;16.9559994;48.36054086
508047;Limbach;107;1;17.19330112;48.29885547
508055;Lozorno;106;1;17.07311059;48.31919691
508063;Malacky;106;1;17.02206575;48.43851881
508071;Malinovo;108;1;17.30097453;48.16045813
508080;Marianka;106;1;17.06446485;48.24694964
508098;Miloslavov;108;1;17.32162979;48.08405189
508101;Modra;107;1;17.29984321;48.35029712
508110;Most pri Bratislave;108;1;17.2722392;48.13731616
508136;Nov· Dedinka;108;1;17.36016411;48.18430737
508161;Pernek;106;1;17.15305863;48.36670344
508179;Pezinok;107;1;17.23947213;48.31525756
508187;PÌla;107;1;17.33369111;48.38940339
508195;Plaveck˝ ätvrtok;106;1;16.98790255;48.39007312
508209;Rovinka;108;1;17.23944223;48.09779868
508217;Senec;108;1;17.38869071;48.23490076
508225;Slovensk˝ Grob;107;1;17.29133297;48.24861192
508233;Stupava;106;1;17.02855033;48.2802681
508241;Suchohrad;106;1;16.87772574;48.41185084
508250;äenkvice;107;1;17.35624252;48.29366866
508268;ätefanov·;107;1;17.40738351;48.38745247
508276;Tom·öov;108;1;17.34017139;48.1450111
508284;TureÚ;108;1;17.39026974;48.18803863
508292;Veæk˝ Biel;108;1;17.34703382;48.225884
508306;ViniËnÈ;107;1;17.30887935;48.26610567
508314;Vinosady;107;1;17.28724915;48.31722783
508322;Viötuk;107;1;17.39041615;48.32812983
508331;Vlky;108;1;17.36600315;48.1544375
508349;Vysok· pri Morave;106;1;16.92346441;48.3120283
508365;Z·horsk· Ves;106;1;16.86781762;48.37583016
508381;Zohor;106;1;16.97583989;48.31977814
508438;Bansk· Bystrica;601;6;19.12774952;48.73625798
508446;Bac˙ch;603;6;19.79606688;48.82270811
508454;BadÌn;601;6;19.08808168;48.67539198
508462;BeÚuö;603;6;19.76323986;48.82170859
508471;Bal·ûe;601;6;19.19210133;48.82840667
508489;Brav‰covo;603;6;19.74872695;48.85472589
508519;»erÌn;601;6;19.25240234;48.66581504
508520;TrenËÌn;309;3;18.00646959;48.901618
508527;Brezno;603;6;19.6933576;48.79160726
508527;»ierny Balog;603;6;19.68485108;48.71391287
508535;Doln· Lehota;603;6;19.5272217;48.89059826
508543;Doln· MiËin·;601;6;19.21304415;48.67241091
508551;Doln˝ Harmanec;601;6;19.03641688;48.83065959
508560;Donovaly;601;6;19.23202559;48.87371833
508578;Dr·bsko;603;6;19.66868762;48.65801115
508586;D˙bravica;601;6;19.29404348;48.67779047
508594;Harmanec;601;6;19.06918996;48.79088897
508608;Heæpa;603;6;19.96720852;48.86018844
508616;Hiadeæ;601;6;19.31154091;48.83022961
508624;Horn· Lehota;603;6;19.57556882;48.87766089
508632;Horn· MiËin·;601;6;19.19709315;48.70046843
508641;HornÈ Pröany;601;6;19.0709334;48.69933149
508659;Hrochoù;601;6;19.32929022;48.66321123
508667;Hronec;603;6;19.52879655;48.71711142
508675;Brusno;601;6;19.35325677;48.85402024
508691;Jarab·;603;6;19.70770258;48.89414503
508705;Jasenie;603;6;19.43945473;48.89047794
508713;KordÌky;601;6;19.02863456;48.7729754
508721;Kr·liky;601;6;19.03745351;48.73505141
508730;Lom nad Rimavicou;603;6;19.68740422;48.6410169
508748;ºubietov·;601;6;19.42228606;48.73425574
508756;LuËatÌn;601;6;19.3240109;48.77898302
508764;Medzibrod;601;6;19.34638999;48.80197048
508772;Michalov·;603;6;19.79391324;48.7823487
508781;MÙlËa;601;6;19.23049076;48.71324926
508799;Moötenica;601;6;19.2789855;48.83376843
508802;MotyËky;601;6;19.18414457;48.86283771
508811;M˝to pod œumbierom;603;6;19.63297737;48.85326308
508829;Nemeck·;603;6;19.43194121;48.80497847
508837;Oravce;601;6;19.25993354;48.69195954
508845;Osrblie;603;6;19.51271434;48.74923211
508853;Podbrezov·;603;6;19.52051735;48.80632194
508861;Podkonice;601;6;19.25672868;48.80469112
508870;Pohorel·;603;6;20.02375948;48.86346141
508888;Pohronsk· Polhora;603;6;19.83340891;48.75408142
508896;Pohronsk˝ Bukovec;601;6;19.37980376;48.85214036
508900;Polomka;603;6;19.86148605;48.85322183
508918;Poniky;601;6;19.32880965;48.70389384
508926;PovraznÌk;601;6;19.36502646;48.71417526
508934;Predajn·;603;6;19.47554275;48.79879751
508942;Priechod;601;6;19.2203427;48.79113497
508951;R·ztoka;603;6;19.39958606;48.82859346
508969;RieËka;601;6;19.06780552;48.76416258
508977;SebedÌn - BeËov;601;6;19.24823785;48.64001233
508985;Selce;601;6;19.18945265;48.78296209
508993;Sihla;603;6;19.60951096;48.66570155
509001;Slovensk· ºupËa;601;6;19.27863847;48.76155468
509019;StarÈ Hory;601;6;19.12273878;48.844082
509027;StrelnÌky;601;6;19.4110903;48.70612796
509035;äpania Dolina;601;6;19.11213169;48.81238256
509043;äumiac;603;6;20.11217565;48.83809908
509051;Telg·rt;603;6;20.19654257;48.85541869
509060;Tajov;601;6;19.02106844;48.74957009
509086;Valask·;603;6;19.58787533;48.74918319
509094;VaækovÚa;603;6;20.03780849;48.81948091
509124;Z·vadka nad Hronom;603;6;19.93051371;48.83504649
509132;»adca;502;5;18.79961353;49.44258366
509159;»ierne;502;5;18.83668918;49.49799989
509167;Dlh· nad Kysucou;502;5;18.65731344;49.37159423
509175;Doln˝ VadiËov;504;5;18.85402983;49.27454556
509183;Dunajov;502;5;18.81021534;49.36387322
509205;Horn˝ VadiËov;504;5;18.89451409;49.27192136
509213;KlokoËov;502;5;18.58199147;49.46730627
509221;Klubina;502;5;18.88165732;49.35273396
509230;KorÚa;502;5;18.54344463;49.41928832
509248;Kr·sno nad Kysucou;502;5;18.83786479;49.38970333
509256;KysuckÈ NovÈ Mesto;504;5;18.79287053;49.30551607
509264;Kysuck˝ Lieskovec;504;5;18.83001046;49.34189914
509272;Lodno;504;5;18.86920478;49.33280872
509281;LopuönÈ Paûite;504;5;18.83058903;49.27934094
509299;Makov;502;5;18.45530417;49.36491612
509302;Nesluöa;504;5;18.73122427;49.33749793
509311;Nov· Bystrica;502;5;19.06050296;49.35486733
509329;Ochodnica;504;5;18.76952212;49.36096327
509337;Oleön·;502;5;18.65098577;49.43292104
509345;OöËadnica;502;5;18.91314223;49.43993138
509361;Podvysok·;502;5;18.66289515;49.40508387
509370;Povina;504;5;18.85419974;49.3104631
509396;RadÙstka;502;5;18.93885509;49.32048217
509400;Rakov·;502;5;18.7164489;49.45944073
509426;Rudina;504;5;18.73372704;49.28860941
509434;Rudinka;504;5;18.74395454;49.27372105
509442;Rudinsk·;504;5;18.70315626;49.32760744
509451;SkalitÈ;502;5;18.9169254;49.49486817
509469;Sneûnica;504;5;18.79393264;49.26321709
509477;Star· Bystrica;502;5;18.94236235;49.3561213
509485;Staökov;502;5;18.68157518;49.44420868
509493;SvrËinovec;502;5;18.79002133;49.48246609
509507;Turzovka;502;5;18.61216159;49.39884952
509515;Vysok· nad Kysucou;502;5;18.52190475;49.38491785
509523;Z·kopËie;502;5;18.71696579;49.39080632
509531;Zborov nad Bystricou;502;5;18.89420237;49.38910562
509540;Doln˝ KubÌn;503;5;19.29418498;49.24315991
509558;BabÌn;507;5;19.38435107;49.32293909
509566;BeÚadovo;507;5;19.34951864;49.43225047
509582;Bobrov;507;5;19.55585721;49.44474439
509591;Breza;507;5;19.36654612;49.39984945
509604;Brezovica;510;5;19.66706616;49.32164789
509639;Dlh· nad Oravou;503;5;19.46209939;49.26170516
509655;Habovka;510;5;19.65107423;49.27742816
509663;Hladovka;510;5;19.75446776;49.37301117
509671;Horn· Lehota;503;5;19.4051776;49.25941766
509680;HruötÌn;507;5;19.30509256;49.31735294
509680;VaÚovka;507;5;19.3431197;49.35110712
509698;Chlebnice;503;5;19.48394936;49.22390608
509701;IstebnÈ;503;5;19.20901376;49.22417113
509710;Jasenov·;503;5;19.29788366;49.16414655
509728;Klin;507;5;19.47362932;49.44610941
509744;Kraæovany;503;5;19.1119434;49.1626789
509761;Kriv·;503;5;19.50700867;49.26562584
509779;Kruöetnica;507;5;19.32930664;49.38918398
509787;Leötiny;503;5;19.36108314;49.18435692
509795;Liesek;510;5;19.69349728;49.33030934
509809;Lokca;507;5;19.41421195;49.36866495
509817;Lomn·;507;5;19.30463279;49.35481755
509825;Malatin·;503;5;19.44439627;49.19147633
509833;Medzibrodie nad Oravou;503;5;19.35724715;49.242458
509850;M˙tne;507;5;19.29147163;49.48460285
509868;N·mestovo;507;5;19.49043446;49.40560361
509876;Niûn·;510;5;19.49958665;49.32045208
509884;Novoù;507;5;19.24772673;49.4373808
509892;Oravsk· Jasenica;507;5;19.41763226;49.41818301
509906;Oravsk· Lesn·;507;5;19.19448258;49.35887603
509914;Oravsk· Polhora;507;5;19.44788906;49.55495704
509922;Oravsk· Poruba;503;5;19.26398556;49.18889873
509931;OravskÈ VeselÈ;507;5;19.37098075;49.48045274
509949;Oravsk˝ Biely Potok;510;5;19.56120686;49.27212616
509957;Oravsk˝ Podz·mok;503;5;19.34497521;49.27699308
509965;Os·dka;503;5;19.39559704;49.18242695
509973;P·rnica;503;5;19.14749692;49.21010836
509981;Podbiel;510;5;19.4712743;49.30555426
509990;Pokryv·Ë;503;5;19.39797424;49.19749362
510009;Pribiö;503;5;19.40837442;49.2244137
510017;Pucov;503;5;19.3787192;49.21821849
510025;RabËa;507;5;19.47051899;49.48295231
510033;RabËice;507;5;19.51742393;49.51356667
510041;Sedliacka Dubov·;503;5;19.4227717;49.27031177
510050;SihelnÈ;507;5;19.41054227;49.50870708
510076;Such· Hora;510;5;19.7840052;49.36039196
510084;ätefanov nad Oravou;510;5;19.52449718;49.36462164
510092;çapeöovo;507;5;19.45477315;49.36958536
510106;Trsten·;510;5;19.60224008;49.39147514
510114;TvrdoöÌn;510;5;19.55384503;49.33265506
510149;Vasiæov;507;5;19.38447997;49.35011721
510157;VavreËka;507;5;19.47775675;49.38093772
510165;VeliËn·;503;5;19.22965433;49.2425298
510173;Vitanov·;510;5;19.76049455;49.25729541
510181;Vyön˝ KubÌn;503;5;19.32886496;49.17626199
510190;Z·biedovo;510;5;19.62978836;49.30695124
510203;Z·kamennÈ;507;5;19.24133429;49.39768643
510211;Z·zriv·;503;5;19.16629878;49.28468627
510238;Zuberec;510;5;19.72008905;49.23122707
510246;Zubrohlava;507;5;19.51555789;49.45294669
510254;éaökov;503;5;19.20545401;49.17050507
510262;Liptovsk˝ Mikul·ö;505;5;19.60234281;49.07052722
510271;BeÚadikov·;505;5;19.68624921;49.08047269
510301;BeöeÚov·;508;5;19.44156033;49.10898782
510319;BobrovËek;505;5;19.59995277;49.14328149
510327;Bobrovec;505;5;19.63001903;49.16286324
510335;BobrovnÌk;505;5;19.47748919;49.11854357
510351;Bukovina;505;5;19.47193364;49.13285071
510386;Jasn·;505;5;19.58705883;48.97750946
510408;D˙brava;505;5;19.51442108;49.02535603
510416;Galovany;505;5;19.52887716;49.08634906
510424;GÙtovany;505;5;19.50526755;49.06637735
510441;Hubov·;508;5;19.19477727;49.09989388
510459;Huty;505;5;19.57180433;49.21954702
510467;Hybe;505;5;19.85055556;49.05801474
510505;Jakubovany;505;5;19.73918291;49.11880797
510513;Jalovec;505;5;19.66897605;49.17311069
510521;JamnÌk;505;5;19.72063328;49.07869564
510530;Kalameny;508;5;19.41594685;49.14734046
510548;Komjatn·;508;5;19.24695138;49.14194848
510564;Kr·æova Lehota;505;5;19.80429699;49.00227026
510572;KvaËany;505;5;19.55298399;49.18171378
510581;Lazisko;505;5;19.52925496;48.98405329
510599;Likavka;508;5;19.30786197;49.10909739
510599;Liskov·;508;5;19.3547869;49.09956197
510602;Liptovsk· Anna;505;5;19.45586001;49.15443015
510611;Liptovsk· Kokava;505;5;19.84712573;49.1009195
510629;Liptovsk· L˙ûna;508;5;19.32559767;48.92760442
510637;Liptovsk· Osada;508;5;19.29130067;48.87542921
510653;Liptovsk· Sielnica;505;5;19.51464324;49.1272225
510661;Liptovsk· ätiavnica;508;5;19.34872443;49.01638792
510670;Liptovsk· Tepl·;508;5;19.40563445;49.10679694
510688;LiptovskÈ Beharovce;505;5;19.57904805;49.14193248
510696;LiptovskÈ KæaËany;505;5;19.45033698;49.00646952
510700;LiptovskÈ Matiaöovce;505;5;19.56514569;49.16064481
510718;LiptovskÈ Rev˙ce;508;5;19.16566309;48.9163365
510726;Liptovsk˝ Hr·dok;505;5;19.77320966;49.05278682
510734;Liptovsk˝ J·n;505;5;19.66966838;48.98457847
510742;Liptovsk˝ Michal;508;5;19.43426231;49.09075924
510751;Liptovsk˝ Ondrej;505;5;19.70698418;49.10070325
510777;Liptovsk˝ Trnovec;505;5;19.61127684;49.19777235
510793;ºubeæa;505;5;19.48140816;49.00316614
510807;ºubochÚa;508;5;19.15626693;49.02962865
510815;L˙Ëky;508;5;19.38147978;49.14803712
510823;Ludrov·;508;5;19.32788823;49.05163739
510831;MalatÌny;505;5;19.45883987;49.06647106
510840;MalÈ BorovÈ;505;5;19.5419135;49.22654906
510858;Maluûin·;505;5;19.83223794;48.94435608
510866;MartinËek;508;5;19.3336587;49.08923656
510874;Niûn· Boca;505;5;19.77592742;48.94709668
510904;Partiz·nska ºupËa;505;5;19.42130454;48.9904987
510912;PavËina Lehota;505;5;19.55717291;49.0214491
510921;Pavlova Ves;505;5;19.61798312;49.17420113
510947;PodtureÚ;505;5;19.70285637;49.05126528
510955;Potok;508;5;19.45286644;49.11371329
510963;Pribylina;505;5;19.84364795;49.15305655
510971;Prosiek;505;5;19.49436316;49.16478541
510998;Ruûomberok;508;5;19.26555857;49.0386129
511005;LiptovskÈ SliaËe;508;5;19.39068267;49.05232547
511013;SmreËany;505;5;19.64599839;49.11464275
511030;Stankovany;508;5;19.16765351;49.14632666
511048;Sv‰t˝ KrÌû;505;5;19.53046422;49.04776993
511056;ätiavniËka;508;5;19.34476062;49.07157678
511064;ävoöov;508;5;19.20204829;49.12837765
511072;TrstenÈ;505;5;19.62794407;49.11485814
511099;Uhorsk· Ves;505;5;19.69671712;49.0260322
511102;Valask· Dubov·;508;5;19.29906802;49.13886266
511111;Vavriöovo;505;5;19.76388568;49.07741589
511129;Vaûec;505;5;19.98490598;49.06425071
511137;VeækÈ BorovÈ;505;5;19.51754764;49.19661388
511145;Vetern· Poruba;505;5;19.67707089;49.10721178
511153;Vlachy;505;5;19.48136509;49.08953684
511170;V˝chodn·;505;5;19.94093189;48.97113654
511188;Vyön· Boca;505;5;19.74193564;48.92035307
511196;Z·vaûn· Poruba;505;5;19.63268694;49.03689883
511200;éiar;505;5;19.69393125;49.15595975
511218;LuËenec;606;6;19.67183653;48.3315408
511226;¡belov·;606;6;19.41686358;48.42600059
511234;Belina;606;6;19.8506726;48.23470964
511251;Boækovce;606;6;19.74135459;48.34156256
511269;BrezniËka;607;6;19.73630406;48.41657289
511277;Budin·;606;6;19.45082222;48.4677978
511293;Buzitka;606;6;19.80882471;48.32859686
511315;CinobaÚa;607;6;19.63163485;48.47974724
511323;»akanovce;606;6;19.7887804;48.21213704
511331;»amovce;606;6;19.88585685;48.23605431
511340;»eskÈ Brezovo;607;6;19.80031423;48.50431878
511358;DivÌn;606;6;19.5176655;48.45036417
511366;DobroË;606;6;19.55645523;48.50353012
511374;Kotmanov·;606;6;19.58671845;48.4990624
511391;Fiæakovo;606;6;19.81908518;48.26750929
511404;FiæakovskÈ Kov·Ëe;606;6;19.77642929;48.28501573
511421;HaliË;606;6;19.58750096;48.31990662
511439;Holiöa;606;6;19.74428485;48.31482559
511447;Hradiöte;607;6;19.71395151;48.50646309
511463;Jelöovec;606;6;19.59312109;48.28810191
511471;Kalinovo;607;6;19.71735021;48.39028959
511480;Kalonda;606;6;19.65592209;48.25386851
511480;Mikuöovce;606;6;19.68432832;48.29785152
511480;Rapovce;606;6;19.68553241;48.2682031
511498;Kokava nad Rimavicou;607;6;19.8311527;48.57485438
511501;Krn·;607;6;19.74132852;48.52478669
511510;L·tky;604;6;19.64880239;48.5772374
511528;LehÙtka;606;6;19.53860817;48.33968733
511536;Lentvora;606;6;19.4562884;48.36962952
511544;Lipovany;606;6;19.70281163;48.2167714
511552;LovinobaÚa;606;6;19.59661632;48.43567581
511561;ºuboreË;606;6;19.50226236;48.32221475
511579;LupoË;606;6;19.53169104;48.36545469
511595;M·linec;607;6;19.68160445;48.5377214
511609;Maökov·;606;6;19.55570977;48.32397314
511617;Ml·dzovo;607;6;19.70209144;48.43833232
511625;MuËÌn;606;6;19.70375225;48.24161661
511641;M˝tna;606;6;19.52615765;48.49337492
511668;Nitra nad Ipæom;606;6;19.77837128;48.32456691
511676;NovÈ Hony;606;6;19.82027647;48.37115459
511684;OzdÌn;607;6;19.68304067;48.47140267
511692;PanickÈ Dravce;606;6;19.64670773;48.28860373
511706;PÌla;606;6;19.49130217;48.48970978
511714;Pincin·;606;6;19.76439435;48.36431482
511722;Pleö;606;6;19.74788123;48.23229304
511731;Podkriv·Ú;604;6;19.49470319;48.5251355
511749;PodreËany;606;6;19.59309058;48.4007994
511757;Polichno;606;6;19.48969746;48.40284611
511765;Polt·r;607;6;19.79044371;48.42493982
511773;Praha;606;6;19.49590466;48.37835201
511781;Pröa;606;6;19.7904544;48.30025628
511790;Radzovce;606;6;19.85301849;48.20668718
511811;Ratka;606;6;19.77488127;48.25281395
511820;RovÚany;607;6;19.73177006;48.45133018
511838;Ruûin·;606;6;19.54882261;48.42727485
511846;Gregorova Vieska;606;6;19.5808857;48.38312276
511846;Star· HaliË;606;6;19.54574026;48.38645158
511854;ä·voæ;606;6;19.83992649;48.31224852
511862;äiatorsk· Bukovinka;606;6;19.83050625;48.17991866
511871;äÌd;606;6;19.88010933;48.2715858
511889;äolt˝ska;607;6;19.746372;48.57842805
511897;äurice;606;6;19.91338293;48.22388784
511901;ToËnica;606;6;19.64809469;48.41554006
511919;Tom·öovce;606;6;19.62047385;48.36933786
511927;Trebeæovce;606;6;19.72662907;48.2765682
511943;Tuh·r;606;6;19.49072537;48.42740708
511978;UhorskÈ;607;6;19.75690523;48.47442462
511994;Veæk· nad Ipæom;606;6;19.59697155;48.25574193
512001;Veæk· Ves;607;6;19.6667451;48.38407474
512010;VeækÈ Dravce;606;6;19.83289612;48.34321702
512036;Martin;506;5;18.89085919;49.08430803
512044;Abramov·;509;5;18.77942777;48.935854
512052;Bel·-Dulice;506;5;19.05020731;48.97984781
512061;Benice;506;5;18.86701321;48.99180538
512079;Blatnica;506;5;18.99101894;48.92069436
512087;Blaûovce;509;5;18.84503218;48.93849378
512095;Bodorov·;509;5;18.85385786;48.90941288
512109;Borcov·;509;5;18.84805878;48.92572688
512117;Brieötie;509;5;18.71972126;48.91929381
512125;Budiö;509;5;18.73433241;48.85561172
512133;BystriËka;506;5;18.84219231;49.05680732
512141;»remoönÈ;509;5;18.95648092;48.83130124
512150;œanov·;506;5;18.92254918;48.97817477
512168;Diakov·;506;5;18.97028902;49.05712188
512206;Doln˝ KalnÌk;506;5;18.96454899;49.04050047
512214;Draûkovce;506;5;18.95105211;49.04908774
512222;DubovÈ;509;5;18.78116977;48.84257354
512257;Folkuöov·;506;5;18.95647133;48.9711989
512265;H·j;509;5;18.88226981;48.85816007
512273;Horn· ätubÚa;509;5;18.90717968;48.81169969
512290;Horn˝ KalnÌk;506;5;18.96560035;49.03040631
512303;IvanËin·;509;5;18.81475919;48.90851463
512311;Jasenovo;509;5;18.71385064;48.87340898
512320;Jazernica;509;5;18.82543196;48.92412945
512338;Kaæamenov·;509;5;18.77754749;48.87940745
512346;Karlov·;506;5;18.9022101;48.95994915
512354;Kl·ötor pod Znievom;506;5;18.77591516;48.97979211
512371;Koöùany nad Turcom;506;5;18.90704353;49.02140359
512389;Krpeæany;506;5;19.11118805;49.12393402
512397;Lask·r;506;5;18.88622823;48.95962968
512419;Leûiachov;506;5;18.8525672;48.98200654
512427;Lieöno;509;5;18.76548725;48.88762513
512435;Lipovec;506;5;18.91782635;49.14774909
512443;Mal˝ »epËÌn;509;5;18.83262685;48.90121035
512451;Moökovec;509;5;18.82389919;48.94398829
512460;Moöovce;509;5;18.94099433;48.88443952
512478;Necpaly;506;5;19.01217822;48.96549196
512486;NolËovo;506;5;19.09740193;49.0886844
512494;Ondraöov·;509;5;18.78228716;48.9521259
512508;Podhradie;506;5;19.07225122;49.07727621
512524;PrÌbovce;506;5;18.89486363;49.000916
512541;Rakovo;506;5;18.88887856;48.98174734
512559;Raköa;509;5;18.90430169;48.87241139
512567;Ratkovo;506;5;19.08490601;49.13701684
512575;Rudno;509;5;18.73484382;48.88790448
512583;SklabiÚa;506;5;18.99460377;49.05020225
512591;Sklabinsk˝ Podz·mok;506;5;19.07864439;49.03652585
