IC_ZUJ;NAZOV_ZUJ;IC_OKRES;IC_KRAJ;POINT_X;POINT_Y
512605;SklenÈ;509;5;18.82602651;48.78997614
512613;Slovany;506;5;18.77209284;49.00769536
512621;SlovenskÈ Pravno;509;5;18.7654637;48.91206057
512630;Socovce;506;5;18.87241162;48.94625861
512648;SuËany;506;5;18.98018394;49.12166943
512656;ä˙tovo;506;5;19.06832375;49.1745212
512664;Trebostovo;506;5;18.83429229;49.03332672
512672;Trnovo;506;5;18.85579284;49.01404318
512681;Turany;506;5;19.03040146;49.14446106
512699;TurËek;509;5;18.9494745;48.77400332
512702;TurËianska ätiavniËka;506;5;19.02755283;49.07972802
512711;TurËianske KæaËany;506;5;18.95016371;49.13292083
512729;TurËianske Teplice;509;5;18.84772751;48.85608765
512737;TurËiansky œur;506;5;18.844046;48.95073399
512753;TurËiansky Peter;506;5;18.87380099;49.0363423
512761;ValËa;506;5;18.7706399;49.03692175
512788;Veæk˝ »epËÌn;509;5;18.8054718;48.88500157
512796;VrÌcko;506;5;18.687846;48.97517442
512818;Z·borie;506;5;19.00817427;49.03402722
512834;éabokreky;506;5;18.93349869;49.02732844
512842;Povaûsk· Bystrica;306;3;18.45678943;49.11796114
512851;Beluöa;308;3;18.34937757;49.0471598
512885;Boleöov;302;3;18.13220684;49.00531468
512915;Brvniöte;306;3;18.4257113;49.21380297
512931;»erven˝ KameÚ;302;3;18.1475108;49.10481653
512940;DohÚany;308;3;18.300296;49.18849349
512958;Doln· Breznica;308;3;18.25829308;49.08110801
512966;Doln· Marikov·;306;3;18.35857428;49.21802488
513008;Domaniûa;306;3;18.55185738;49.03690634
513016;Dubnica nad V·hom;302;3;18.20802758;48.95103058
513024;Dulov;302;3;18.24884971;49.03404031
513083;Horn· Marikov·;306;3;18.29950765;49.26302615
513091;Horn· Poruba;302;3;18.30128894;48.94185642
513121;Horovce;308;3;18.25855771;49.05291727
513156;Ilava;302;3;18.24542587;48.9796622
513172;Jasenica;306;3;18.44601629;49.17453621
513245;Kostolec;306;3;18.53616273;49.13001925
513253;Koöeca;302;3;18.28270859;49.00407681
513296;Ladce;302;3;18.30196304;49.02634304
513300;Lazy pod Makytou;308;3;18.21698358;49.25073301
513318;Lednica;308;3;18.19854556;49.11568575
513326;LednickÈ Rovne;308;3;18.28813905;49.07838256
513334;L˙ky;308;3;18.21872451;49.18954268
513342;Lys· pod Makytou;308;3;18.16644418;49.20276762
513351;KoöeckÈ Podhradie;302;3;18.33649909;48.96897258
513377;MesteËko;308;3;18.26031366;49.16968727
513385;Mikuöovce;302;3;18.19846124;49.06819796
513407;MojtÌn;308;3;18.40431043;48.98711162
513440;Nov· Dubnica;302;3;18.16875199;48.93036706
513466;Papradno;306;3;18.37478174;49.26947412
513474;PlevnÌk - DrienovÈ;306;3;18.51362983;49.15928071
513563;PreËÌn;306;3;18.53022464;49.08653938
513598;PruskÈ;302;3;18.20805467;49.03063127
513601;Pruûina;306;3;18.47458468;48.99777197
513610;P˙chov;308;3;18.33303475;49.12747475
513687;StupnÈ;306;3;18.43790361;49.19592201
513725;TuchyÚa;302;3;18.21745288;49.04487743
513741;UdiËa;306;3;18.39756006;49.17105441
513776;Visolaje;308;3;18.37468279;49.06961357
513784;Vrchtepl·;306;3;18.56169305;49.13298572
513792;Mal· T‡Úa;811;8;21.68859691;48.44807932
513806;Veæk· T‡Úa;811;8;21.68218788;48.47423752
513814;Z·rieËie;308;3;18.2309625;49.16926161
513822;Z·skalie;306;3;18.51791133;49.13745761
513831;Klin nad Bodrogom;811;8;21.72182323;48.37187667
513849;StanËa;811;8;21.65717567;48.56463738
513857;Budince;807;8;22.12165292;48.54663727
513865;Zliechov;302;3;18.43206781;48.9425118
513881;Prievidza;307;3;18.64891857;48.76041643
513903;Bojnice;307;3;18.57856069;48.79342148
513911;BystriËany;307;3;18.54503522;48.64450132
513920;Cigeæ;307;3;18.67107703;48.70838989
513938;»avoj;307;3;18.4866413;48.88995339
513946;»ereÚany;307;3;18.52122715;48.63299905
513954;Diviacka Nov· Ves;307;3;18.49240714;48.74476419
513962;Diviaky nad Nitricou;307;3;18.49259591;48.77266961
513971;DlûÌn;307;3;18.522011;48.81838769
513989;DolnÈ Vestenice;307;3;18.38996703;48.71765226
513997;Handlov·;307;3;18.73494361;48.70135544
514004;Horn· Ves;307;3;18.53569569;48.58475245
514012;HornÈ Vestenice;307;3;18.42301542;48.72345305
514021;Chrenovec - Brusno;307;3;18.73845353;48.79015554
514039;Chvojnica;307;3;18.53770144;48.88132807
514063;Kamenec pod Vt·Ënikom;307;3;18.58665284;48.6567628
514071;Kanianka;307;3;18.57141668;48.82101736
514080;KæaËno;307;3;18.65511586;48.92973128
514098;Kocurany;307;3;18.53940685;48.76521897
514101;Kostoln· Ves;307;3;18.49741023;48.80376399
514110;Koö;307;3;18.5903493;48.7368673
514128;Lazany;307;3;18.61895;48.81911112
514136;Lehota pod Vt·Ënikom;307;3;18.59477158;48.69338228
514144;Lieöùany;307;3;18.4589546;48.83902815
514179;Mal· »ausa;307;3;18.70908921;48.80956413
514187;Malinov·;307;3;18.58594623;48.86294699
514209;Nedoûery - Brezany;307;3;18.6708692;48.82333264
514217;Nevidzany;307;3;18.49983309;48.8559839
514225;Nitrianske Pravno;307;3;18.66006086;48.87704791
514233;Nitrianske Rudno;307;3;18.4574228;48.79343451
514241;Nitrianske SuËany;307;3;18.47267697;48.73260465
514250;Nitrica;307;3;18.45519741;48.69940917
514268;Nov·ky;307;3;18.54909376;48.71579546
514284;Opatovce nad Nitrou;307;3;18.5598995;48.75881553
514292;Oslany;307;3;18.52017684;48.61320645
514306;Podhradie;307;3;18.64688551;48.67011631
514314;Poluvsie;307;3;18.63370931;48.84781912
514322;Poruba;307;3;18.56677322;48.84382989
514331;Pravenec;307;3;18.67010162;48.85255941
514349;Radobica;307;3;18.51231942;48.57842067
514357;R·ztoËno;307;3;18.78278714;48.77065461
514365;Rudnianska Lehota;307;3;18.43465244;48.81790122
514373;Sebedraûie;307;3;18.62812762;48.72908533
514381;SeË;307;3;18.51212057;48.83346136
514390;ä˙tovce;307;3;18.53437525;48.80138122
514403;Temeö;307;3;18.47166515;48.86733722
514411;Tuûina;307;3;18.57945922;48.91914124
514420;Valask· Bel·;307;3;18.405208;48.89674426
514438;Veæk· »ausa;307;3;18.69049933;48.7767081
514454;Zemianske Kostoæany;307;3;18.52194272;48.68930211
514462;Rimavsk· Sobota;609;6;20.01780486;48.3740805
514489;Babinec;609;6;20.0027554;48.51804553
514501;Barca;609;6;20.23757422;48.36789756
514519;B·tka;609;6;20.15472319;48.37111395
514535;BelÌn;609;6;20.10934898;48.34072886
514543;Blhovce;609;6;19.93760342;48.27133373
514551;Bottovo;609;6;20.14517578;48.31909794
514578;Bretka;808;8;20.33515916;48.49023091
514586;Budikovany;609;6;20.09198529;48.48986102
514594;Cakov;609;6;20.22890156;48.33988736
514608;»erenËany;609;6;19.99518293;48.41075058
514616;»ierny Potok;609;6;19.94332611;48.29744605
514624;»Ìû;609;6;20.27212174;48.31088482
514632;DolnÈ Zahorany;609;6;19.90678364;48.35178698
514641;Draûice;609;6;20.06096045;48.43227322
514659;DrienËany;609;6;20.06462452;48.48593449
514667;DrÚa;609;6;20.12187964;48.25182442
514675;Drûkovce;608;6;20.23721809;48.54430857
514683;Dubno;609;6;20.00339345;48.19195794
514691;Dubovec;609;6;20.14634302;48.29386713
514713;Figa;609;6;20.2503217;48.40171886
514721;Gemer;608;6;20.32807994;48.45487524
514730;GemerËek;609;6;19.99755938;48.3248941
514748;Gemersk· Panica;808;8;20.40170953;48.47254198
514756;Gemersk· Ves;608;6;20.2768766;48.48249398
514764;GemerskÈ Decht·re;609;6;20.02023093;48.23792629
514781;Gemersk˝ Jablonec;609;6;19.98596125;48.19561575
514799;Gortva;609;6;19.98348029;48.28011318
514811;Hajn·Ëka;609;6;19.95817094;48.22560382
514829;Hn˙öùa;609;6;19.96169984;48.59119824
514837;Hodejov;609;6;19.97677706;48.30451517
514845;Hodejovec;609;6;20.00438885;48.27031686
514853;HornÈ Zahorany;609;6;19.99784445;48.47192083
514861;Hostice;609;6;20.08355181;48.23320998
514870;Hostiöovce;609;6;20.12167996;48.49844462
514888;Hrachovo;609;6;19.90920907;48.45647037
514896;Hrlica;608;6;20.04765937;48.62942722
514900;HrnËiarska Ves;607;6;19.84516799;48.43349172
514918;HrnËiarske Zaluûany;607;6;19.86277095;48.40801107
514926;Hruöovo;609;6;20.04109805;48.51957424
514934;Hubovo;609;6;20.38554107;48.40018389
514942;Husin·;609;6;19.88191223;48.33239678
514951;Chanava;609;6;20.29605568;48.33429152
514969;Chr·mec;609;6;20.17445896;48.27083866
514977;Chvalov·;608;6;20.16302878;48.51273931
514985;Ivanice;609;6;20.23784534;48.32989001
514993;Janice;609;6;20.20625908;48.26713055
515001;JesenskÈ;609;6;20.05781332;48.29494928
515019;Jestice;609;6;20.06554273;48.21107819
515027;Kaloöa;609;6;20.22383393;48.41461571
515035;Kesovce;609;6;20.40711123;48.40663932
515043;Klenovec;609;6;19.83352345;48.64677861
515051;Kociha;609;6;19.92040825;48.48280038
515060;Konr·dovce;609;6;19.90162513;48.30155601
515078;Kr·æ;609;6;20.3522682;48.33612947
515086;Kraskovo;609;6;19.98296222;48.49802341
515094;Krokava;609;6;19.9964721;48.64318485
515108;Kruûno;609;6;19.92447278;48.41449096
515116;Kyjatice;609;6;20.00678913;48.54084713
515124;Lehota nad Rimavicou;609;6;19.87361693;48.52569077
515132;Lenartovce;609;6;20.30658895;48.29775174
515141;Lenka;609;6;20.34553675;48.38989002
515159;Levkuöka;608;6;20.25754467;48.45596732
515167;Lipovec;609;6;20.07285399;48.54425881
515175;Lukoviötia;609;6;20.02255594;48.48264312
515183;Martinov·;609;6;20.17515162;48.30354994
515205;Neporadza;609;6;20.39186985;48.3682068
515230;Nov· Baöta;609;6;19.93162908;48.17444071
515248;Or·vka;609;6;20.19344417;48.31203494
515256;OtroËok;608;6;20.26611936;48.44386777
515264;OûÔany;609;6;19.90238793;48.37991285
515272;Padarovce;609;6;20.05520489;48.45423613
515281;Pavlovce;609;6;20.09540071;48.32509234
515299;Petrovce;609;6;20.03766559;48.19145287
515302;PloskÈ;608;6;20.06047345;48.61121128
515311;Polina;608;6;20.22418394;48.49172338
515337;PoproË;609;6;20.02625832;48.58510988
515345;Potok;609;6;20.04938669;48.55817838
515353;Radnovce;609;6;20.1723686;48.33667502
515361;Raöice;608;6;20.23226794;48.46486776
515370;Ratkov·;608;6;20.09065422;48.58836073
515388;Ratkovsk· Lehota;609;6;20.09242054;48.56248754
515396;Ratkovsk· Such·;609;6;20.07477095;48.57673772
515400;RatkovskÈ BystrÈ;608;6;20.03752996;48.6641475
515426;Rimavsk· BaÚa;609;6;19.93085451;48.52981713
515442;Rimavsk· SeË;609;6;20.23498206;48.29632367
515451;RimavskÈ Brezovo;609;6;19.96402912;48.54288524
515469;RimavskÈ Janovce;609;6;20.06180506;48.34541944
515485;RovnÈ;609;6;20.0312112;48.59800271
515493;Rumince;609;6;20.27579474;48.36809556
515507;RybnÌk;608;6;20.10043582;48.53538368
515515;Selce;607;6;19.86519752;48.47938146
515523;Skereöovo;608;6;20.20274042;48.50859364
515531;SlizkÈ;609;6;20.08136232;48.5179271
515540;Star· Baöta;609;6;19.93518192;48.18893943
515566;Str·nska;609;6;20.27058148;48.39385528
515574;Lev·re;608;6;20.26143001;48.510363
515582;Studen·;609;6;19.96241642;48.16005996
515591;Suöany;607;6;19.89926947;48.41827328
515604;S˙tor;609;6;20.11957058;48.35806886
515612;Tornaæa;608;6;20.36989425;48.433726
515621;äimonovce;609;6;20.1211206;48.2787123
515639;äirkovce;609;6;20.08886302;48.28303193
515647;äpanie Pole;609;6;20.13220874;48.5257857
515655;ätrkovec;609;6;20.33410582;48.35927234
515663;Tachty;609;6;19.92802301;48.14262218
515671;Tepl˝ Vrch;609;6;20.10180966;48.46986999
515680;Tisovec;609;6;19.91870708;48.69697929
515698;Tom·öovce;609;6;20.1387551;48.38831152
515701;Uzovsk· Panica;609;6;20.14837283;48.41744886
515710;VËelince;609;6;20.31107201;48.38197284
515728;VeËelkov;609;6;19.91972309;48.15961714
515736;VeækÈ Teriakovce;609;6;19.95894545;48.43176125
515744;Veæk˝ Blh;609;6;20.1215696;48.44750297
515752;Vieska nad Blhom;609;6;20.19337902;48.35044098
515761;ViöÚovÈ;608;6;20.18711706;48.53308788
515779;VlkyÚa;609;6;20.29186817;48.27887533
515795;NiûnÈ Valice;609;6;20.20659806;48.45446604
515809;Vyön˝ Sk·lnik;609;6;19.96518949;48.47500669
515817;Z·dor;609;6;20.25072683;48.32150741
515833;éiar;608;6;20.2667281;48.42923973
515841;éÌp;609;6;20.20896006;48.36497224
515850;Veæk˝ KrtÌö;610;6;19.34952735;48.21230557
515868;Balog nad Ipæom;610;6;19.12693239;48.08075808
515876;B·torov·;610;6;19.29167683;48.13587271
515884;BrusnÌk;610;6;19.41649233;48.30563945
515892;Buöince;610;6;19.49473431;48.17956388
515906;»ebovce;610;6;19.24389527;48.17719251
515914;»el·re;610;6;19.48049887;48.13704916
515922;»elovce;610;6;19.12211659;48.19540617
515931;»erveÚany;610;6;19.38293735;48.37956965
515949;DaËov Lom;610;6;19.25390514;48.30993721
515957;Dolinka;610;6;19.16186752;48.09499585
515965;Doln· Strehov·;610;6;19.49269747;48.24698147
515973;DolnÈ Plachtince;610;6;19.31265492;48.19750578
515981;DolnÈ Strh·re;610;6;19.38399059;48.24127164
515990;œurkovce;610;6;19.1638931;48.13903185
516007;Glabuöovce;610;6;19.4532927;48.1538311
516015;Horn· Strehov·;610;6;19.4379148;48.28214222
516023;HornÈ Plachtince;610;6;19.25775796;48.25041972
516031;HornÈ Strh·re;610;6;19.3488904;48.27016581
516040;Hruöov;610;6;19.08807731;48.16795579
516058;Chrastince;610;6;19.23695841;48.09607105
516066;Chrùany;610;6;19.45614265;48.29482377
516074;IpeæskÈ Predmostie;610;6;19.04364768;48.08004022
516082;KamennÈ Kosihy;610;6;19.19868402;48.13757588
516091;Kiarov;610;6;19.41918409;48.11196504
516104;KleÚany;610;6;19.07009962;48.12494537
516112;Kol·re;610;6;19.24172484;48.06833137
516121;Kosihovce;610;6;19.20560238;48.19663033
516139;Kosihy nad Ipæom;610;6;19.17615744;48.08047314
516147;Kov·Ëovce;610;6;19.45967046;48.10816345
516155;Lesenice;610;6;19.23893031;48.11193403
516163;ºuborieËka;610;6;19.53078418;48.26167124
516171;Mal· »alomija;610;6;19.22479726;48.08566469
516198;MalÈ Zlievce;610;6;19.4443541;48.17963566
516210;Modr˝ KameÚ;610;6;19.32170506;48.25338884
516228;Muæa;610;6;19.5242065;48.21188171
516236;Nenince;610;6;19.25844025;48.14751093
516244;Nov· Ves;610;6;19.37389386;48.17453606
516252;Obeckov;610;6;19.32165095;48.16804196
516261;Olov·ry;610;6;19.41376887;48.154163
516279;Opatovsk· Nov· Ves;610;6;19.28133291;48.11750697
516287;Opava;610;6;19.17430759;48.20973645
516295;PÙtor;610;6;19.42769363;48.23157705
516309;Pravica;610;6;19.45192247;48.32711805
516317;PrÌbelce;610;6;19.26140636;48.19345624
516333;SeËianky;610;6;19.08525009;48.09632787
516341;Seæany;610;6;19.19630557;48.15819183
516368;SennÈ;610;6;19.4185339;48.33205326
516376;Sklabin·;610;6;19.34931657;48.1515917
516384;SlovenskÈ œarmoty;610;6;19.28284054;48.09180066
516392;SlovenskÈ KæaËany;610;6;19.4300033;48.26442867
516406;StrednÈ Plachtince;610;6;19.29815768;48.2308559
516414;Such·Ú;610;6;19.22371997;48.29949758
516422;SuchÈ Brezovo;610;6;19.35908898;48.30461872
516431;äir·kov;610;6;19.17078016;48.15733575
516449;äuæa;610;6;19.40875736;48.35855203
516457;Trebuöovce;610;6;19.19833665;48.11672562
516465;Veæk· »alomija;610;6;19.20106676;48.08019974
516473;Veæk· Ves nad Ipæom;610;6;19.09315238;48.0788189
516490;VeækÈ Zlievce;610;6;19.46665099;48.20177994
516503;Veæk˝ Lom;610;6;19.37094495;48.33627987
516511;Vieska;610;6;19.46059559;48.25218171
516520;Vinica;610;6;19.12259337;48.12242675
516538;Vrbovka;610;6;19.38682026;48.09820044
516546;Z·horce;610;6;19.32352291;48.11191789
516554;Z·vada;610;6;19.48480761;48.29719762
516562;Zombor;610;6;19.45014929;48.1375631
516571;éelovce;610;6;19.36702749;48.12908519
516589;éiar nad Hronom;613;6;18.8447483;48.5745518
516597;Sv‰t˝ Anton;602;6;18.95028636;48.41257981
516601;BaÔan;602;6;18.85324044;48.32990731
516627;Bansk· Bel·;602;6;18.96039788;48.48339951
516643;Bansk· ätiavnica;602;6;18.88899955;48.46064397
516651;Bansk˝ Studenec;602;6;18.97882005;48.45187606
516660;Bartoöova LehÙtka;613;6;18.91142699;48.65182998
516678;Beluj;602;6;18.8877988;48.34744643
516708;Bzenica;613;6;18.74014096;48.52168098
516716;Dek˝ö;602;6;18.81409862;48.39472638
516724;Doln· Trn·vka;613;6;18.78221611;48.56047593
516732;Doln· Ves;613;6;18.91048624;48.66554758
516741;Doln· édaÚa;613;6;18.74370463;48.54881032
516759;Hodruöa-H·mre;612;6;18.80175863;48.45608642
516767;HlinÌk nad Hronom;613;6;18.79257866;48.53369325
516791;Horn· édaÚa;613;6;18.72695539;48.57137563
516805;HornÈ H·mre;612;6;18.65083605;48.49468088
516813;HrabiËov;612;6;18.6774566;48.5365412
516821;Hronsk· D˙brava;613;6;18.99451932;48.58634728
516830;Hronsk˝ BeÚadik;612;6;18.56060373;48.34790133
516848;Ihr·Ë;613;6;18.97616493;48.66102105
516872;Janova Lehota;613;6;18.77006882;48.66789036
516881;Jastrab·;613;6;18.93727954;48.6362352
516902;Kæak;612;6;18.64043711;48.59893006
516937;Kopernica;613;6;18.86614349;48.67989598
516945;KosorÌn;613;6;18.80341469;48.67265751
516953;KozelnÌk;602;6;18.99814878;48.51939741
516961;Krahule;613;6;18.95235125;48.7353246
516970;Kremnica;613;6;18.96210141;48.70511783
516988;KremnickÈ Bane;613;6;18.9012506;48.73780629
516996;Kuneöov;613;6;18.85666693;48.73623965
517011;LehÙtka pod Brehmi;613;6;18.82144085;48.54590888
517020;LovËa;613;6;18.806125;48.57255014
517038;LovËica-TrubÌn;613;6;18.76679064;48.62302962
517046;L˙Ëky;613;6;18.8879933;48.70173983
517062;Mal· Lehota;612;6;18.57151076;48.49786268
517071;MoËiar;602;6;18.94990287;48.5394036
517089;NevoænÈ;613;6;18.94877306;48.67557503
517097;Nov· BaÚa;612;6;18.61952646;48.44259167
517119;Ostr˝ Gr˙Ú;612;6;18.66145372;48.57108484
517135;Pitelov·;613;6;18.92767127;48.60213195
517143;Podhorie;602;6;18.92470605;48.50882963
517160;PoË˙vadlo;602;6;18.84039797;48.36865354
517178;PrenËov;602;6;18.91713661;48.36895598
517186;Prestavlky;613;6;18.7565927;48.58980773
517194;Prochot;613;6;18.69368002;48.61339144
517216;Repiöte;613;6;18.84008175;48.51406558
517232;Rudno nad Hronom;612;6;18.70184567;48.42178162
517241;SklenÈ Teplice;613;6;18.87008545;48.52744284
517259;Slask·;613;6;18.827759;48.68749053
517267;Star· KremniËka;613;6;18.8929653;48.61801447
517283;Ilija;602;6;18.89519209;48.41018671
517283;ätiavnickÈ Bane;602;6;18.85318675;48.42782457
517291;Tekovsk· Breznica;612;6;18.632001;48.36912344
517305;TekovskÈ Nemce;407;4;18.54274719;48.37804349
517313;Trnav· Hora;613;6;18.96274538;48.59274174
517330;Veæk· Lehota;612;6;18.55813758;48.45958166
517348;PÌla;612;6;18.60467083;48.53240215
517348;VeækÈ Pole;612;6;18.54497134;48.54522843
517356;Voznica;612;6;18.72478717;48.44417005
517364;Vyhne;613;6;18.7938102;48.50001952
517372;Vysok·;602;6;18.78516432;48.41529605
517381;éarnovica;612;6;18.71289761;48.49111771
517399;éupkov;612;6;18.6380524;48.53150454
517402;éilina;511;5;18.74496159;49.21852048
517429;Bel·;511;5;18.97970309;49.23971385
517461;BytËa;501;5;18.54489205;49.23052181
517470;»iËmany;511;5;18.5203662;48.96010593
517488;Divina;511;5;18.68840467;49.2957833
517496;Divinka;511;5;18.70589445;49.25913413
517500;DlhÈ Pole;511;5;18.63328978;49.3221602
517518;Doln· Tiûina;511;5;18.9482724;49.20619458
517526;Doln˝ HriËov;511;5;18.632914;49.23051947
517542;FaËkov;511;5;18.60205394;48.99128637
517551;Gbeæany;511;5;18.8526151;49.22117044
517577;HÙrky;511;5;18.69010673;49.20616268
517593;Horn˝ HriËov;511;5;18.65040104;49.25041463
517623;Hvozdnica;501;5;18.48154352;49.2077346
517631;JablonovÈ;501;5;18.57100755;49.18515117
517640;JasenovÈ;511;5;18.62510215;49.11208087
517640;KæaËe;511;5;18.65145575;49.10348668
517658;Kamenn· Poruba;511;5;18.69784924;49.0817566
517674;Kol·rovice;501;5;18.52441524;49.30189997
517682;Konsk·;511;5;18.67406292;49.11101956
517691;Koteöov·;501;5;18.60193361;49.25391304
517704;KotrËin· L˙Ëka;511;5;18.84179517;49.2505266
517712;KrasÚany;511;5;18.93735324;49.18842001
517721;Kunerad;511;5;18.75609349;49.0757127
517739;Lietava;511;5;18.68317961;49.17190543
517755;Lietavsk· Svinn·-Babkov;511;5;18.66444691;49.14769185
517763;Lutiöe;511;5;18.95819137;49.29583215
517771;Lysica;511;5;18.92663637;49.25339751
517780;Mal· »ierna;511;5;18.59875508;49.10735899
517798;Maröov· - Raöov;501;5;18.53024537;49.17369008
517801;Mojö;511;5;18.81920584;49.20450152
517828;Nededza;511;5;18.84266021;49.23048029
517861;Petrovice;501;5;18.48386098;49.29592811
517879;Podhorie;511;5;18.63614732;49.17375084
517895;Predmier;501;5;18.53078235;49.19568656
517917;Rajec;511;5;18.63061761;49.08799785
517925;Rajeck· Lesn·;511;5;18.66126771;49.02345581
517933;RajeckÈ Teplice;511;5;18.72549424;49.13021698
517941;Rosina;511;5;18.76579068;49.18132104
517950;Str·Úavy;511;5;18.83229064;49.15947624
517968;Str·nske;511;5;18.75449551;49.10129354
517976;Str·ûa;511;5;18.90994387;49.22783782
517984;StreËno;511;5;18.86758565;49.16018079
517992;S˙æov - Hradn·;501;5;18.59008799;49.15233618
518000;SvedernÌk;511;5;18.64986024;49.27081484
518018;ätiavnik;501;5;18.43775446;49.27738304
518034;TepliËka nad V·hom;511;5;18.79859332;49.22513734
518042;Terchov·;511;5;19.05293398;49.25374018
518051;Turie;511;5;18.77405574;49.1301207
518069;VarÌn;511;5;18.88726522;49.19154295
518077;Veæk· »ierna;511;5;18.58278247;49.09281271
518085;VeækÈ RovnÈ;501;5;18.56661003;49.32117444
518093;ViöÚovÈ;511;5;18.7991797;49.15204447
518107;Hosùovce;806;8;20.8585916;48.5787312
518115;SlanËÌk;806;8;21.49485117;48.66060087
518123;H·j;806;8;20.8602511;48.63641598
518131;ZbyÚov;511;5;18.64654347;49.12679368
518140;Niûn· Hutka;806;8;21.36516654;48.66217448
518158;Zvolen;611;6;19.15837282;48.54268808
518166;Babin·;611;6;19.06879038;48.43590196
518174;Bac˙rov;611;6;19.0494485;48.51937119
518191;Breziny;611;6;19.08644406;48.51050844
518204;BudËa;611;6;19.0563392;48.57605789
518212;BzovÌk;605;6;19.08479752;48.31913563
518221;Bzovsk· LehÙtka;611;6;19.1320229;48.40337815
518239;Cerovo;605;6;19.16318113;48.25363167
518247;»abradsk˝ Vrbovok;605;6;19.09840117;48.24509714
518255;»ekovce;605;6;19.12803972;48.36467948
518263;Detva;604;6;19.41528841;48.55554245
518271;Detvianska Huta;604;6;19.59809227;48.57350346
518271;HriÚov·;604;6;19.53855349;48.609661
518280;DeviËie;605;6;19.02243965;48.31519535
518298;Dobr· Niva;611;6;19.0880075;48.47435236
518301;DolnÈ Mladonice;605;6;19.12677634;48.33233665
518310;Doln˝ BadÌn;605;6;19.05948319;48.26508605
518336;DomanÌky;605;6;18.98366348;48.25569329
518344;Dr·ûovce;605;6;18.89768959;48.2522604
518352;Drienovo;605;6;19.0477236;48.22021603
518361;DubovÈ;611;6;19.02886726;48.49848457
518379;D˙bravy;604;6;19.36583926;48.59521467
518387;Dudince;605;6;18.89406339;48.16746287
518409;Hontianske Moravce;605;6;18.83856772;48.18733997
518417;Hontianske Nemce;605;6;18.98111007;48.30012003
518425;Hontianske Tes·re;605;6;18.92712616;48.21723038
518433;HornÈ Mladonice;605;6;19.16316126;48.35389716
518441;Horn˝ BadÌn;605;6;19.0825152;48.28098751
518450;Horn˝ TisovnÌk;604;6;19.35327339;48.4282343
518476;Hronsk· Breznica;611;6;18.99626088;48.55513753
518484;JalöovÌk;605;6;19.11040807;48.31297735
518492;KlokoË;604;6;19.33478175;48.49935254
518506;Kov·Ëov·;611;6;19.08753024;48.60545803
518514;KozÌ Vrbovok;605;6;19.1135397;48.29453315
518522;Haniska;707;7;21.2499262;48.95413086
518531;Kr·æovce-Krniöov;605;6;18.97314578;48.35063046
518549;Kriv·Ú;604;6;19.44584194;48.52961714
518557;Krupina;605;6;19.0508278;48.38014962
518565;Lackov;605;6;19.19124823;48.32624167
518573;Ladzany;605;6;18.87784654;48.28441476
518581;Leöù (vojensk˝ obvod);611;6;19.28821626;48.37200532
518590;ºubotice;707;7;21.28753121;49.00674768
518603;Liöov;605;6;18.85285102;48.24267111
518611;Litava;605;6;19.18646342;48.28935346
518620;Ratkovce;203;2;17.73082172;48.4682773
518638;Valaökovce (vojensk˝ obvod);702;7;22.07260645;48.88908527
518646;Medovarce;605;6;19.0048653;48.23408814
518654;Michalkov·;611;6;19.12755506;48.52423354
518662;OËov·;611;6;19.29754553;48.60727152
518671;Ostr· L˙ka;611;6;19.04961682;48.54686387
518689;Plieöovce;611;6;19.20507659;48.43957067
518697;Podz·mËok;611;6;19.11495786;48.50971868
518701;RykynËice;605;6;18.98086434;48.20103727
518719;»imhov·;510;5;19.70141288;49.35238489
518727;S·sa;611;6;19.15002529;48.45036619
518735;Sebechleby;605;6;18.93787252;48.28152129
518743;Selce;605;6;19.03603872;48.24752803
518751;Senohrad;605;6;19.19987227;48.35868921
518760;Sielnica;611;6;19.11267745;48.63526858
518794;SlatinskÈ lazy;604;6;19.30388655;48.50228771
518808;SliaË;611;6;19.06855257;48.63732167
518816;Star· Huta;604;6;19.36669731;48.47161129
518816;VÌgæaösk· Huta-Kalinka;604;6;19.27475938;48.48524474
518824;Stoûok;604;6;19.36275243;48.52326305
518832;Sudince;605;6;18.87241063;48.21016134
518841;S˙dovce;605;6;18.83297214;48.22018968
518867;Terany;605;6;18.89799065;48.18354644
518875;T‡nie;611;6;19.02416663;48.6007591
518883;TrpÌn;605;6;19.13011626;48.28574244
518891;Turov·;611;6;19.0570676;48.60280466
518905;UÚatÌn;605;6;19.04273712;48.2826471
518913;Sverepec;306;3;18.40523088;49.08257356
518921;VÌgæaö;604;6;19.3196206;48.54431436
518956;Zemiansky Vrbovok;605;6;19.14818565;48.31932319
518964;Vaniökovce;701;7;21.29341565;49.16556417
518972;Zvolensk· Slatina;611;6;19.24912523;48.54383821
518981;éelezn· Breznica;611;6;19.00826454;48.63587586
518999;éibritov;605;6;18.97752386;48.39010395
519006;Bardejov;701;7;21.27560771;49.30319935
519014;Abrah·movce;701;7;21.34307265;49.16565343
519022;Andrejov·;701;7;21.33694097;49.33662102
519049;Bartoöovce;701;7;21.27196804;49.19882825
519057;Becherov;701;7;21.30798398;49.4308907
519073;Bogliarka;701;7;21.13943045;49.27090659
519081;Brezov;701;7;21.50605703;49.1433792
519090;Brezovka;701;7;21.41599274;49.27337997
519103;Buclovany;701;7;21.36641072;49.15549265
519111;Cigeæka;701;7;21.14242597;49.41226493
