STREET;ZUJ;ID_STREET;POINT_X;POINT_Y
Strelkova;529354;529354074;17.15019816;48.20728557
Studenohorsk·;529419;529419025;17.05087383;48.1937604
Stupavsk·;529354;529354075;17.14221209;48.21201147
äachorov·;529362;529362029;17.2078832;48.19802104
äaldova;529362;529362030;17.20413926;48.20585222
äinkovskÈ;529362;529362031;17.2054468;48.19826891
äirok·;529362;529362032;17.20888687;48.19812615
ätefana Kr·lika;529371;529371047;16.98368493;48.20460706
ätepn·;529389;529389063;17.02827493;48.18994037
ä˙rska;529354;529354076;17.17346747;48.19884497
äutr·kov·;529362;529362049;17.19980377;48.20143549
äuty;529362;529362033;17.20579659;48.20114069
Tbilisk·;529354;529354077;17.15894399;48.21426367
TibenskÈho;529362;529362034;17.20150936;48.19863758
TramÌnov·;529346;529346196;17.13318405;48.19532002
TranovskÈho;529389;529389067;17.02495418;48.19315166
Tr·vna;529354;529354078;17.15841023;48.20939868
Tuhovsk·;529362;529362036;17.19413478;48.19038448
Uhlisk·;529362;529362037;17.20401439;48.198655
Uhroveck·;529371;529371050;16.97409142;48.20872406
Ulica AugustÌna MurÌna;529354;529354096;17.13963652;48.1956273
Uöiakova;529389;529389070;17.03960686;48.18997535
⁄ûiny;529354;529354079;17.14626015;48.20707882
Vavrineck·;529346;529346212;17.13220047;48.19615154
VeækÈ ätepnice;529362;529362038;17.21325536;48.20520679
VÌùazn·;529354;529354080;17.15929527;48.21023841
Vlaösk· ulica;529346;529346260;17.12878681;48.19798903
VranËoviËova;529419;529419026;17.04996327;48.19320622
VrbenskÈho;529354;529354081;17.14226705;48.19872503
Vt·Ëikova cesta;529354;529354082;17.14144214;48.20696041
V˝honsk·;529354;529354083;17.16001907;48.21073635
V˝chodn·;529354;529354084;17.1801646;48.19627749
Vysokohorsk·;529419;529419027;17.05384141;48.1900845
Za farou;529362;529362039;17.2071086;48.20749511
Za humnami;529362;529362048;17.20785524;48.20320502
Za mlynom;529362;529362040;17.20987526;48.19831752
Z·hrady;529419;529419028;17.05168749;48.1906652
Z·tureckÈho;529362;529362041;17.20829046;48.2082094
Zavadilova;529371;529371053;16.98477559;48.20447499
Z·vadsk·;529354;529354085;17.1574989;48.21285357
Zbrody;529362;529362042;17.20086588;48.19937851
ZhorÌnska;529419;529419030;17.05598565;48.19242441
Zlat·;529354;529354086;17.14264633;48.20876771
Zlatohorsk·;529419;529419032;17.04830379;48.19217198
éarnovick·;529354;529354088;17.15550832;48.21430153
éeliarska;529371;529371055;16.97203489;48.20641895
éetevn·;529389;529389073;17.02972397;48.18921119
éitn·;529354;529354089;17.15294426;48.20635888
éulov·;529354;529354090;17.1432689;48.20958414
Ag·tov·;508080;508080021;17.0478505;48.2485794
Antona Floreka;529427;529427036;17.04293861;48.2354007
Barancov·;529427;529427037;17.04176993;48.23559253
Bleduæov·;529371;529371002;16.98280983;48.22386973
Borinsk·;508080;508080001;17.0639959;48.25046683
Bratislavsk·;529427;529427001;17.03485608;48.24143432
Breûn·;529371;529371003;16.97403881;48.21755839
Brölenov·;529371;529371005;16.98086938;48.22141639
Brumovick·;529427;529427027;17.0470923;48.24382459
Budovateæsk·;508080;508080002;17.05772162;48.24615014
Bystrick·;508080;508080003;17.05605714;48.24624699
Bystrick·;529371;529371006;16.98044148;48.22474002
BystrickÈ sady;529427;529427049;17.04024606;48.22820821
»erencov·;529427;529427038;17.04310101;48.23376362
»ereöÚov·;508080;508080030;17.05247578;48.24736096
»ereöÚov˝ sad;529427;529427063;17.04425877;48.22786682
»eskoslovensk˝ch tankistov;529427;529427002;17.03459283;48.24145366
Donsk·;529427;529427003;17.04454499;48.23398909
Drozdov·;529354;529354093;17.1509267;48.21723001
Druûstevn·;508080;508080004;17.05365787;48.2505727
Fongov·;529354;529354094;17.15230166;48.2190203
Gajarsk·;529427;529427028;17.04593531;48.24493671
Gbelsk·;529427;529427004;17.03770392;48.23954904
Hargaöova;529427;529427005;17.04112819;48.23859408
Hruökov˝ sad;529427;529427051;17.04177587;48.22749074
Chladn·;529354;529354022;17.14763753;48.22036659
Õlov·;529371;529371011;16.97775543;48.22456112
JabloÚov˝ sad;529427;529427052;17.04039868;48.22589155
J·na Jon·öa;529371;529371014;16.98869913;48.22437935
J·na Raka;529427;529427007;17.04023999;48.24226934
Janö·kova;529371;529371017;16.97685579;48.22121229
Jasencov·;529371;529371018;16.98257278;48.2222074
Jelöov·;508080;508080022;17.05021357;48.24962107
Juûn· cesta;508080;508080023;17.04911896;48.24913998
Kamenn·;508080;508080005;17.05875639;48.24982804
Kamilkov·;529354;529354030;17.16221991;48.21961718
Kaplinsk·;529354;529354031;17.14988424;48.21584852
Kapsohradsk·;529427;529427040;17.04326911;48.23469411
Karpatsk·;508080;508080006;17.06111445;48.24947294
KarpatskÈ n·mestie;529354;529354032;17.16457007;48.21619352
Kniûkova dolina;529354;529354033;17.14352584;48.21517819
Koll·rova;529427;529427008;17.04658144;48.23850051
Kr·tka;508080;508080007;17.05881432;48.25006402
Kremencov·;529371;529371021;16.97887901;48.22004649
KuËovanick·;529427;529427033;17.04509936;48.22568624
K˙tska;529427;529427029;17.04572043;48.24548768
LanË·rska;529427;529427041;17.04262416;48.2329185
Leopoldov majer;529427;529427009;17.05232598;48.23727179
Lipov·;508080;508080024;17.04723353;48.24789605
LisovÚa;529354;529354036;17.15788866;48.21654528
Lozornianska;529427;529427030;17.04618976;48.24438961
ºubovnÌkov·;529371;529371022;16.98366937;48.22418186
Milana Piö˙ta;529371;529371023;16.97919663;48.21765955
Magnezitov·;529371;529371024;16.97602825;48.21742147
M·lov·;529427;529427053;17.04299123;48.232161
MeËÌkov·;529371;529371025;16.98190414;48.22281174
Mlynsk·;529371;529371027;16.9696854;48.2210443
Na Holom vrchu;529427;529427010;17.04816609;48.2265964
Na Kracin·ch;508080;508080025;17.05402846;48.24539197
Na KrËoch;529427;529427042;17.04226096;48.23674812
Na medzi;529354;529354040;17.14467518;48.21945626
Na p·ntoch;529354;529354041;17.1773598;48.21592086
Na P·ntoch;529362;529362013;17.18114016;48.22005308
Na Vlkovk·ch;529427;529427011;17.04824679;48.24025008
Nad Bedn·rov˝m;508080;508080010;17.05110573;48.2525451
N·mestie 4. aprÌla;508080;508080011;17.0636999;48.24863821
N·mestie sv. Flori·na;529427;529427034;17.04069855;48.24170292
Olöov·;529354;529354048;17.15109108;48.2186983
Opletalova;529371;529371037;16.9780081;48.22266305
Ostrieûov·;529427;529427043;17.04088002;48.23280379
Ota Hol˙ska;529427;529427044;17.04229618;48.23353395
Partiz·nska;508080;508080012;17.07111116;48.24810227
Pavla Blaha;529427;529427031;17.05161186;48.24242118
Pieskov·;529354;529354095;17.15240867;48.21621356
Plaveck·;529427;529427012;17.04721858;48.23881474
Plk. PrvoniËa;529427;529427045;17.03685625;48.23945713
Pod mlynom;508080;508080026;17.05356718;48.24922843
Podbrezovsk·;529354;529354054;17.16079706;48.21733994
Podh·jska;508080;508080013;17.06102099;48.24533987
Podkarpatsk·;529354;529354055;17.1455684;48.22131501
Poæn·;508080;508080014;17.0553958;48.24865238
Poniklecov·;529371;529371042;16.9803555;48.22330481
Popoln·;529354;529354056;17.14701935;48.21809069
PotoËn·;508080;508080015;17.06317328;48.24486315
PotoËn·;529354;529354057;17.14896139;48.21914962
Pri V·penickom potoku;529427;529427013;17.04070595;48.23216029
Pri vinohradoch;529354;529354060;17.15969581;48.21588754
PrÌdavkova;529427;529427014;17.0533592;48.23807303
P˙pavov·;508080;508080027;17.04519166;48.25036515
P˙tnick·;529427;529427015;17.04873687;48.24101142
RoöickÈho;529427;529427016;17.04485686;48.23863525
RudnÌcka;529354;529354065;17.14752123;48.21837645
Sek˝æska;529427;529427017;17.04845735;48.236889
Slivkov˝ sad;529427;529427055;17.04301874;48.22549451
Strminov·;529427;529427046;17.04274206;48.2316383
Strm˝ v‡öok;529427;529427018;17.04789562;48.23176052
Stromov·;508080;508080016;17.06928181;48.24788708
Sv‰tÈho Pia X.;529427;529427035;17.04006521;48.24144121
äkolsk·;508080;508080017;17.05922849;48.24911749
äportov·;508080;508080018;17.06842924;48.24918133
ätefana RosÌvala;529427;529427047;17.03626614;48.23981733
ät˙rova;508080;508080019;17.05999382;48.24527128
Tatransk·;529427;529427019;17.04009271;48.23770256
TehelÚa;529371;529371048;16.97591572;48.22431453
Tehliarska;529371;529371049;16.97710561;48.22305857
TeöedÌkova;529427;529427020;17.0505011;48.23779564
Topoæov·;508080;508080028;17.04943316;48.24932208
TrstÌnska;529427;529427021;17.04185485;48.2442614
ätefana Majera;529427;529427022;17.03918173;48.23925377
ValachovskÈho;529427;529427032;17.05431416;48.24252534
V·pencov·;529371;529371051;16.98269111;48.21536295
V‡bov·;508080;508080029;17.05080832;48.25038377
Z·horsk·;529427;529427024;17.03820557;48.2437558
Z·hradn·;508080;508080020;17.05959313;48.24815536
Z·hradn·;529371;529371052;16.97991853;48.21875219
Z·humensk·;529427;529427025;17.03647868;48.24439534
Z·kutie;529427;529427026;17.047903;48.24014662
Z·rubov·;529427;529427048;17.03853249;48.23559633
Z·vetern·;529371;529371054;16.97498814;48.21771373
ZvonËekov·;529354;529354087;17.14590896;48.21958476
Marie Curie-Sklodowskej;529460;529460072;17.12947767;48.11892503
N·mestie hraniËiarov;529460;529460080;17.11675764;48.12165591
PolereckÈho;529460;529460093;17.12867486;48.12271509
Jungmannova;529460;529460047;17.11420032;48.12495019
VlËie hrdlo;529320;529320300;17.16339283;48.11802754
Zadunajsk· cesta;529460;529460126;17.1016189;48.13012432
Pri seËi;529460;529460094;17.12616029;48.13210781
MalÈ P·lenisko;529320;529320122;17.15801027;48.13280972
Dvo¯·kovo n·breûie;528595;528595368;17.08880865;48.14115864
éiûkova;528595;528595346;17.09111378;48.14216074
Poænohospod·rska;529338;529338054;17.20689313;48.14392999
MlynskÈ nivy;528595;528595353;17.12598195;48.14633625
DlhÈ diely III;529397;529397014;17.03742197;48.152107
Mlynsk· dolina;529397;529397045;17.07625949;48.15696676
Ruûinovsk·;529320;529320221;17.1622354;48.15751915
Karpatsk·;528595;528595116;17.113619;48.15824542
Kuklovsk·;529397;529397034;17.04528786;48.16288603
SvÌbov·;529397;529397070;17.04254771;48.15831478
Na Kalv·rii;528595;528595188;17.09955743;48.1583691
Pod str·ûami;529346;529346139;17.11127924;48.16053356
Na paûiti;529346;529346109;17.1130345;48.16109965
Jaskov˝ rad;528595;529346059;17.10410387;48.1608782
Janoökova;529346;529346057;17.13026595;48.17614766
Harmincova;529389;529389023;17.05175211;48.17853182
Zidiny;529419;529419031;17.0617629;48.17988422
N·mestie Biely KrÌû;529346;529346116;17.12863899;48.18229679
Jura Hronca;529389;529389030;17.03478371;48.18183623
Opavsk·;529346;529346236;17.08753127;48.16452873
P˙pavov·;529397;529397061;17.05009327;48.16455641
Letn·;529346;529346091;17.13316298;48.17059686
SliaËska;529346;529346171;17.11773087;48.17467257
Star· Vajnorsk·;529346;529346178;17.17579279;48.187861
Pekn· cesta;529354;529354051;17.13032661;48.19937414
Malagov·;529346;529346100;17.12982673;48.19767745
Jozefa Hagaru;529354;529354025;17.14200586;48.20014124
Na doline;529362;529362012;17.19932965;48.21726887
Vrb·rska;529427;529427023;17.04889142;48.23753108
Na ovsisku;508080;508080009;17.05248971;48.24661658
Lesn·;508080;508080008;17.06353011;48.24713884
Stupavsk·;508080;508080031;17.05439297;48.25237616
JurovskÈho;528595;528595369;17.08899424;48.14983989
K lomu;528595;528595370;17.07733109;48.17070974
Limbov·;528595;528595371;17.07892991;48.16785409
Na ätyridsiatku;528595;528595372;17.09783823;48.15205069
TreskoÚova;528595;528595373;17.11151381;48.1456524
Parenicov·;529311;529311096;17.21284602;48.11590769
Orgov·nov·;529338;529338190;17.1954424;48.15224145
Modransk·;529346;529346261;17.12839567;48.18678894
Sadov·;529346;529346259;17.13217855;48.1635668
Pekn· vyhliadka;529346;529346263;17.10708228;48.16518902
Moyöova;529389;529389082;17.02400602;48.19393942
Strm˝ bok;529389;529389083;17.01951526;48.18355533
Sumbalova;529397;529397098;17.05255789;48.15570093
Zidiny;529397;529397099;17.06626715;48.17772583
Harmincova;529419;529419035;17.05820371;48.17990296
Ulica Ë. 1;529427;529427056;17.03849069;48.2213886
Ulica Ë. 2;529427;529427057;17.03852725;48.22203763
Ulica Ë. 3;529427;529427058;17.03845534;48.22263038
Ulica Ë. 4;529427;529427059;17.03846593;48.22322712
Ulica Ë. 5;529427;529427060;17.03962837;48.22349575
Ulica Ë. 6;529427;529427061;17.0407341;48.22412835
Ulica Ë. 7;529427;529427062;17.03716923;48.22295846
Nevsk·;529427;529427067;17.04551215;48.23430504
N·mestie rodiny;529427;529427068;17.03824432;48.23953573
Schengensk·;529435;529435020;17.19493486;48.02488902
N·m.T.Zemana;529362;529362054;17.20661523;48.20635754
Tomanova;529362;529362035;17.20997044;48.2044574
