STREET;ZUJ;ID_STREET;POINT_X;POINT_Y
Brusnicov·;529346;529346014;17.10863175;48.17283399
BudyöÌnska;529346;529346015;17.12858061;48.16315034
Bulharsk·;529320;529320026;17.16699993;48.17102005
Cablkova;529320;529320027;17.15970009;48.16691147
C·drova;529346;529346017;17.10019532;48.16381084
Cesta ml·deûe;529346;529346018;17.07755647;48.18574721
Cesta na »erven˝ most;528595;528595031;17.07333527;48.1714877
Cesta na KamzÌk;529346;529346020;17.10308003;48.16647752
Cintulova;529346;529346021;17.13077784;48.18531142
»ernicov·;529346;529346023;17.09924979;48.16443702
»erveÚ·kova;529389;529389013;17.04226914;48.18502694
»eskoslovensk˝ch paraöutistov;529346;529346025;17.13101118;48.17175795
»remchov·;529346;529346026;17.10635463;48.17294304
DamborskÈho;529389;529389015;17.04676069;48.1802733
Delen· cesta;529401;529401003;16.98117918;48.18117634
Desiata;529346;529346027;17.1046061;48.17316671
Deviata;529346;529346028;17.10521522;48.17418931
Doleûalova;529320;529320038;17.16165664;48.16999493
Dolnokorunsk·;529401;529401023;16.99861195;48.16732719
Draûick·;529389;529389016;17.04287316;48.18892934
Druh·;529346;529346029;17.10766076;48.168851
Dubov·;528595;528595052;17.08237983;48.16443947
D˙bravsk· cesta;529397;529397016;17.07105128;48.1705636
œumbierska;528595;528595053;17.08288746;48.16572392
œumbierska;529346;529346031;17.0842063;48.16615242
œurgalova;529346;529346032;17.0902634;48.16456459
Dvan·sta;529346;529346033;17.10569467;48.1728848
Edisonova;529320;529320045;17.16842112;48.17442722
Elektr·rensk·;529346;529346034;17.15341611;48.17239155
Frankovsk·;529346;529346035;17.11843892;48.17286771
GalbavÈho;529389;529389020;17.03791766;48.1829073
Galvaniho;529320;529320053;17.17656409;48.1685444
GaöparÌkova;529320;529320054;17.16551992;48.16535666
Gaötanov·;528595;528595070;17.08002389;48.16547842
GavloviËova;529346;529346037;17.13600895;48.17477766
Gron·rska;529401;529401024;17.00008381;48.16567205
Guothova;529346;529346038;17.1006766;48.16489091
Halaöova;529346;529346039;17.13629084;48.17293775
H·lkova;529346;529346040;17.13257172;48.1711242
Han·cka;529320;529320062;17.16077689;48.16864481
HasiËsk·;529320;529320063;17.16531623;48.17149387
Hattalova;529346;529346041;17.13612384;48.1752884
Hlavn·;529346;529346042;17.10876035;48.16965875
Horn· VanËurova;529346;529346044;17.10825918;48.16480834
HornÈ éidiny;529346;529346249;17.12542815;48.18882468
Horsk·;529346;529346045;17.12872599;48.18589167
Hrabov˝ chodnÌk;529346;529346046;17.08337954;48.16796975
Hradn·;529401;529401006;16.98371673;48.17375328
HrdliËkova;529346;529346047;17.0835581;48.16883482
Hroznov·;529346;529346048;17.09682421;48.16374829
Husova;529346;529346049;17.10808904;48.16894183
HutnÌcka;529401;529401007;16.98509903;48.17247092
H˝roöova;528595;528595094;17.07887126;48.16568984
Chemick·;529346;529346050;17.15736892;48.17494219
Chrasùov·;529346;529346051;17.10513214;48.16363626
Chrob·kova;529389;529389026;17.0341783;48.18298317
Iröajsk·;529346;529346052;17.11984087;48.17287538
Ivansk· cesta;529320;529320072;17.18471838;48.17031737
J·na Valaöùana DolinskÈho;529389;529389027;17.03246812;48.18533554
Jadransk·;529389;529389028;17.02766209;48.18721723
Jahodov·;529346;529346054;17.09151134;48.16588961
Jakabova;529320;529320075;17.16331402;48.17260316
JakubÌkova;529346;529346055;17.09276401;48.16587642
Jalovcov·;529346;529346056;17.10723714;48.17066827
Janka Alexyho;529389;529389029;17.04213348;48.18623559
Janka Alexyho;529419;529419008;17.04805935;48.18538101
Jaroöova;529346;529346058;17.13161837;48.16757281
JaseÚov·;528595;528595103;17.08529303;48.16312466
Jasn·;529320;529320317;17.16426788;48.16585277
Javorov·;528595;528595105;17.0838219;48.16375324
Jazdeck·;529346;529346060;17.13361073;48.16901159
Jeden·sta;529346;529346061;17.10251923;48.173145
Jelöov·;529346;529346062;17.09254286;48.16505698
JesÈniova;529346;529346063;17.1080853;48.16831658
Jesenn·;529320;529320082;17.1634009;48.16405978
J˙lov·;529346;529346065;17.10064097;48.16843217
Jun·cka;529346;529346066;17.13782945;48.16642392
J˙nov·;529346;529346067;17.10103941;48.16772129
Jursk·;529346;529346068;17.13152483;48.1865514
Jursk·;529354;529354027;17.13507317;48.18827846
K Hor·nskej studni;529389;529389074;17.02380426;48.18682022
K Hor·rskej studni;529389;529389031;17.02616316;48.18552795
K zlatÈmu rohu;529401;529401032;16.99274112;48.17342431
K éeleznej studienke;528595;528595111;17.07670841;48.17054317
Kajerka;529389;529389075;17.02599575;48.18851207
Kalinov·;529397;529397029;17.0756903;48.16337549
Kamen·rska;529320;529320083;17.16779931;48.16835922
Karlovesk·;529389;529389032;17.04909048;48.17401148
KaömÌrska;529320;529320085;17.16630004;48.16833112
Kavyæov·;529401;529401033;16.99230898;48.17461355
Klenov·;529346;529346071;17.0931122;48.17008324
KÂzav·;529346;529346072;17.0955735;48.17232403
Kopanice;529320;529320098;17.16042632;48.16793046
Kopernikova;529320;529320099;17.16580532;48.17215518
Koprivnick·;529389;529389035;17.03126683;48.1848396
Korunsk·;529401;529401025;17.00188103;48.16701942
KovorobotnÌcka;529320;529320102;17.16597892;48.17312608
KoziËova;529401;529401008;16.98318549;48.17244643
Kozmonautick·;529320;529320103;17.16325857;48.16304986
Kpt. J·na Raöu;529389;529389036;17.03973178;48.18870314
KrahulËia;529346;529346075;17.11331877;48.1738421
KrasinskÈho;529320;529320105;17.1620243;48.16672171
Krompaösk·;529320;529320108;17.16713786;48.17595003
Kub·niho;528595;528595136;17.08729031;48.16275067
Kudl·kova;529389;529389037;17.04025575;48.18066449
KukuËÌnova;529346;529346077;17.12814389;48.16841212
KukuriËn·;529346;529346078;17.1283572;48.16511108
Kult˙rna;529320;529320110;17.16231194;48.1712202
Kuner·dska;529419;529419009;17.05367459;48.18360169
Kurucova;529346;529346079;17.09934444;48.1632322
Kutuzovova;529346;529346080;17.13057399;48.16511371
Kyjevsk·;529346;529346081;17.12235733;48.16710464
Kysuck·;528595;528595363;17.07638289;48.17152597
Ladislava DÈrera;529346;529346083;17.10090695;48.16608054
Ladzianskeho;529346;529346084;17.09471756;48.16627797
LamaËsk· cesta;528595;528595141;17.07562078;48.16935895
LamaËsk· cesta;529397;529397037;17.06683831;48.17404626
LamaËsk· cesta;529419;529419010;17.05351442;48.18294855
LamanskÈho;529346;529346085;17.13908656;48.17108979
Landauova;529389;529389039;17.04029288;48.18445312
LaskomerskÈho;529346;529346086;17.13058083;48.16440377
Laurotov·;529346;529346252;17.11062347;48.18022588
LegerskÈho;529346;529346088;17.12298479;48.16465791
Leteck·;529346;529346090;17.13448808;48.16879971
Lidick·;529320;529320116;17.16852674;48.1731557
Limbov·;529346;529346092;17.08670581;48.16772636
Lipovinov·;529346;529346241;17.12224639;48.17460641
Lombardiniho;529346;529346093;17.13619998;48.17158236
Lomnick·;529401;529401010;16.99096543;48.17220446
Lop˙chov·;529346;529346239;17.10927603;48.16503176
ºudovÈ n·mestie;529346;529346232;17.1342628;48.16946701
LuhaËovick·;529320;529320121;17.16329947;48.17341166
Magursk·;529346;529346098;17.09561936;48.16935215
MakovickÈho;529346;529346099;17.1371143;48.171152
MandæovnÌkov·;529346;529346101;17.10411008;48.17426153
MatiËn·;529346;529346102;17.13695697;48.16944611
Medov·;529401;529401026;17.00198897;48.1646405
MesaËn·;529320;529320128;17.16717923;48.16348162
Mestsk·;529346;529346104;17.13213897;48.16361863
Meteorov·;529320;529320129;17.16429367;48.16404498
Ml·deûnÌcka;529401;529401011;16.984186;48.1724743
Mokroh·jska cesta;529397;529397046;17.06929212;48.1750045
Mur·nska;529401;529401012;16.980055;48.17549394
Muök·tov·;529346;529346107;17.12292127;48.17538417
Na Koziarke;529346;529346253;17.12355761;48.18761391
Na kriûovatk·ch;529320;529320143;17.17026477;48.1683731
Na l·noch;529320;529320144;17.16095521;48.16585428
Na RevÌne;529346;529346110;17.09722226;48.16871352
Na rozhliadke;529346;529346111;17.11085093;48.16477476
Na spojke;529346;529346113;17.10901024;48.16994573
Na ˙vrati;529320;529320147;17.16244092;48.17042597
Na varte;529346;529346114;17.11507665;48.16624436
Na vr·tkach;529389;529389044;17.04490461;48.18883874
Na Vt·Ëniku;529346;529346248;17.11464764;48.17140155
Na Zlatej nohe;529346;529346115;17.1165183;48.16649278
Nad Gron·rom;529401;529401027;16.99986558;48.16602507
N·mestie sv. Cyrila a Metoda;529401;529401043;16.98672908;48.17333787
NemËÌkova;529389;529389046;17.04540744;48.18084104
Nerudova;529320;529320150;17.16562091;48.16691313
Nobelova;529346;529346117;17.13624381;48.18348515
Nov· Bellova;529346;529346119;17.11419827;48.16631197
Nov· RoûÚavsk·;529346;529346247;17.1681516;48.18214585
Nov·;529346;529346118;17.13060843;48.16439433
Novin·rska;529346;529346120;17.13498832;48.17054297
Okruûn·;529320;529320164;17.16195922;48.16689631
Olivov·;529346;529346124;17.09160585;48.16920252
Ormisova;529346;529346125;17.13115076;48.18461979
Osadn·;529346;529346126;17.13083623;48.16301091
Oskoruöov·;529389;529389048;17.02957083;48.18831702
Otonelsk·;529346;529346128;17.11842513;48.17604364
OvruËsk·;529346;529346129;17.12468751;48.16509889
‘sma;529346;529346127;17.10558547;48.17142397
P·lavsk·;529346;529346245;17.11931772;48.17515217
PavloviËova;529320;529320178;17.16550863;48.16583572
Pavlovsk·;529346;529346130;17.1353041;48.17280937
PeknÌkova;529389;529389050;17.03234011;48.18866403
Pestovateæsk·;529320;529320181;17.17993094;48.17473386
Pezinsk·;529346;529346131;17.13018413;48.18726994
Piata;529346;529346132;17.10498874;48.17040329
PiesoËn·;529320;529320184;17.17040448;48.1662086
Pieöùansk·;529346;529346133;17.12432997;48.16727115
Pinotov·;529346;529346254;17.11143228;48.18008277
Pionierska;529346;529346134;17.12484375;48.16854739
PlachÈho;529389;529389051;17.02948078;48.18233223
PlanÈt;529320;529320186;17.17096393;48.16327963
Pluhov·;529346;529346135;17.13587616;48.1742391
Pod brehmi;529389;529389052;17.06093261;48.17483165
Pod brehmi;529397;529397056;17.06081179;48.17415093
Pod Klep·Ëom;529346;529346137;17.08362592;48.16898094
Pod Kobylou;529401;529401013;16.98214028;48.1808605
Pod Kr·snou hÙrkou;529346;529346138;17.08868169;48.16976357
Pod lesom;529397;529397057;17.06030324;48.16352972
Pod n·sypom;529419;529419013;17.04947763;48.18806855
Pod skalou;529401;529401014;16.98522323;48.18004342
Pod Vachmajstrom;529346;529346140;17.11057239;48.16644125
Pod z·hradami;529389;529389053;17.03211546;48.18671387
Pod ZeË·kom;529419;529419014;17.05670172;48.18274537
Podkolibsk·;529346;529346141;17.11551741;48.16352633
Podkorunsk·;529401;529401028;16.99993627;48.16764729
Podnikov·;529346;529346142;17.13417428;48.18273889
Pohronsk·;529346;529346143;17.13302082;48.16960727
Polianky;529397;529397059;17.06318738;48.17532521
PoludnÌkov·;529320;529320192;17.17196689;48.16280026
Povaûanova;529389;529389056;17.03691885;48.18292615
Povaûsk·;529346;529346144;17.13266874;48.17041948
PovoznÌcka;529419;529419017;17.05178499;48.18556065
Pri Bielom krÌûi;529346;529346145;17.12851191;48.18348268
Pri Dynamitke;529346;529346147;17.13283399;48.17470673
Pri Hab·nskom mlyne;528595;528595234;17.07887557;48.16412554
Pri starom m˝te;529346;529346149;17.16500534;48.18445006
Pri strelnici;529320;529320195;17.1623243;48.17064246
Pri Suchom mlyne;528595;528595236;17.07914234;48.16807315
Pri ötadiÛne;529389;529389081;17.02401124;48.18859626
Pri zvonici;529320;529320196;17.16930426;48.17357205
Priama cesta;529401;529401015;16.98063226;48.18086269
Prid·nky;529419;529419018;17.05361698;48.18230713
PrieËna;529346;529346150;17.12944505;48.16463651
PrÌkopova;529346;529346151;17.13419449;48.16362155
Prv·;529346;529346152;17.10812149;48.16868078
Pust·;529397;529397062;17.04918904;48.16320553
Pyrenejsk·;529346;529346153;17.10772016;48.17390261
R·cova;529419;529419019;17.05769968;48.18327279
RaËianska;529346;529346154;17.12724179;48.17265491
R·diov·;529320;529320205;17.16672723;48.17362463
Repn·;529320;529320318;17.16168304;48.16802774
Reöetkova;529346;529346156;17.13024984;48.16396941
RevoluËn·;529320;529320210;17.16356159;48.17013584
Riazansk·;529346;529346157;17.13328689;48.17184059
Ribayova;529320;529320213;17.16066736;48.16792181
RÌmska;529401;529401016;16.98066213;48.17486112
Rizlingov·;529346;529346158;17.12048406;48.17407466
Royova;529346;529346160;17.0923611;48.16439789
Roz·lska;529419;529419021;17.04952499;48.18861738
RozmarÌnov·;529320;529320217;17.16204965;48.16595963
Rozvodn·;529346;529346161;17.09484055;48.16929621
RoûÚavsk·;529320;529320218;17.16551784;48.17598127
Rulandsk·;529346;529346164;17.11643486;48.17382957
Rytierska;529401;529401017;16.98577939;48.17323598
Segn·re;529419;529419022;17.05412759;48.18480507
Sekulsk·;529397;529397064;17.04621899;48.16298911
Semianova;529346;529346166;17.13812323;48.17207064
Senick·;528595;528595257;17.07849252;48.16467175
SibÌrska;529346;529346168;17.12265483;48.16445012
Siedma;529346;529346169;17.10422814;48.1710486
Skalick· cesta;529346;529346170;17.12791978;48.18194115
SkerliËova;529419;529419023;17.05298741;48.18488172
SlneËn·;529346;529346173;17.13421204;48.17085433
SlovanskÈ n·breûie;529401;529401018;16.97949383;48.17547718
Slovinsk·;529320;529320235;17.16062836;48.16951408
SlowackÈho;529320;529320237;17.16758727;48.16682176
Smikova;529346;529346174;17.12647751;48.17615923
Sneûienkov·;529346;529346176;17.09143718;48.17455263
SokolÌkova;529389;529389061;17.03811829;48.18036861
Soloönick·;529397;529397066;17.04230193;48.1641422
Sol˙nska;529401;529401042;16.9821643;48.17436951
Sonntagova;529401;529401041;16.98302941;48.17474034
Sovia;529346;529346233;17.11072101;48.17189927
SpoloËensk·;529320;529320241;17.16424923;48.17133309
Sputnikov·;529320;529320242;17.16793052;48.16344373
SreznevskÈho;529346;529346177;17.13819527;48.1707013
St·licov·;529320;529320244;17.16406002;48.16311567
StaniËn·;529320;529320245;17.16487164;48.16664984
Star· Ivansk· cesta;529320;529320247;17.18063309;48.1718109
Star· Klenov·;529346;529346234;17.09143673;48.17256088
Stepn· cesta;529401;529401020;16.98267283;48.18062294
Str·ûna;529346;529346180;17.11070693;48.16416917
StrmÈ sady;529389;529389062;17.02715218;48.18452692
Stromov·;529346;529346181;17.09541451;48.16525401
Studen·;529320;529320255;17.17778069;48.18279603
Studen·;529346;529346182;17.17464716;48.18657049
Stuhov·;529397;529397068;17.07455585;48.16447931
Such·;529346;529346183;17.10695385;48.16605752
Sv‰tovavrineck·;529346;529346246;17.11767894;48.16797024
Sv‰tovojteösk·;529346;529346184;17.13640917;48.16887074
äaötÌnska;529397;529397072;17.04495682;48.16558111
äiesta;529346;529346186;17.10375625;48.17076293
äÌpkov·;528595;528595357;17.08757075;48.16335182
ätiavnick·;529320;529320271;17.16561199;48.17575134
ätÌtov·;529401;529401021;16.99062281;48.17541062
ätrbsk·;529401;529401022;16.98370953;48.17546667
ätvrt·;529346;529346189;17.10621054;48.16977973
äuÚavcova;529346;529346190;17.12223846;48.16372179
ävantnerova;529389;529389064;17.03613073;48.18071475
T·borsk·;529320;529320274;17.16979789;48.17430938
Talichova;529389;529389065;17.0361794;48.18241085
Teheln·;529346;529346191;17.12990066;48.16357332
Technick·;529320;529320275;17.17526434;48.17549477
Teplick·;529346;529346192;17.12591505;48.17445003
Tetmayerova;529346;529346193;17.13937882;48.17252014
Thurzova;529346;529346194;17.12504013;48.16622738
Tom·öikova;529346;529346195;17.14716778;48.16986923
Topoæov·;528595;528595307;17.08406196;48.16398831
Tretia;529346;529346197;17.10714731;48.16947153
Trhov·;529389;529389068;17.03831707;48.18819304
Trin·sta;529346;529346198;17.10737247;48.1728011
Trnavsk·;529320;529320284;17.14716637;48.16392816
T‡Úov·;529320;529320285;17.16672667;48.16898792
Trojdomy;529346;529346201;17.13519289;48.18010579
Tulip·nov·;529389;529389069;17.03065775;48.1863781
TupÈho;529346;529346202;17.11786224;48.16735109
TurbÌnov·;529346;529346203;17.15556135;48.17356355
Tylova;529346;529346204;17.1585586;48.17551278
Uhrova;529346;529346205;17.09465308;48.16476572
Ukrajinsk·;529346;529346206;17.12032095;48.16332853
⁄prkova;528595;528595311;17.0849411;48.1628128
⁄radnÌcka;529346;529346207;17.13580026;48.17021753
UrsÌnyho;529346;529346208;17.1216584;48.16298153
⁄vozn·;529401;529401031;16.99873869;48.16743738
Vajnorsk·;529320;529320291;17.17591014;48.18733467
Vajnorsk·;529346;529346209;17.14456587;48.17537406
Valachovej;529389;529389071;17.04345728;48.18569357
Valaösk·;528595;528595316;17.07808561;48.16599316
ValentÌna Matrku;529419;529419034;17.05976081;48.18161923
V·penn·;529320;529320293;17.16458519;48.1686731
Varöavsk·;529346;529346211;17.1311638;48.17397142
Vaûeck·;529346;529346213;17.09614478;48.16606828
VeltlÌnska;529346;529346214;17.12037114;48.17342623
VendelÌnska;529389;529389072;17.03189929;48.18599343
Vietnamsk·;529320;529320298;17.16991993;48.16859505
Vihorlatsk·;529346;529346216;17.15916797;48.17431755
Viktora Tegelhofa;529346;529346217;17.13577997;48.16428399
ViniËn·;529401;529401029;17.00017208;48.16815195
Viniferova;529346;529346238;17.11415159;48.16465086
VÌnna;529346;529346218;17.12057954;48.17494363
ViöÚov·;529346;529346219;17.09663039;48.16667043
Vl·rska;529346;529346220;17.09571329;48.17056277
Voskov·;529346;529346221;17.10743313;48.16434434
Vresov·;529346;529346222;17.09277222;48.1661976
Vretenov·;529397;529397078;17.06157494;48.16347356
Vr˙tock·;529320;529320304;17.16635682;48.1699689
Vt·Ënik;529346;529346235;17.1159547;48.16812566
Vyhnianska cesta;529346;529346223;17.12365089;48.17388181
Wattova;529320;529320306;17.17043195;48.17377695
Za br·nou;529401;529401030;16.99833516;48.16865172
Za kas·rÚou;529346;529346224;17.13325115;48.16843523
Za stanicou;529346;529346225;17.14643405;48.17345758
Za tehelÚou;529320;529320307;17.16653506;48.17588017
Z·borskÈho;529346;529346226;17.13742983;48.17181084
Z·hor·cka;528595;528595330;17.07946942;48.16788213
Z·padn˝ rad;528595;528595336;17.07898791;48.16536585
Z·ruby;529346;529346227;17.10586147;48.17433612
Z·tiöie;529346;529346228;17.13949609;48.17320314
Z·vodnÌkova;529346;529346229;17.1366595;48.17442389
Zelenohorsk·;529419;529419029;17.06495132;48.18254628
Zimn·;529320;529320313;17.16399175;48.16348695
Zohorsk·;529397;529397080;17.04952715;48.16267537
éelezn·;529320;529320315;17.16662748;48.17258729
1. m·ja;529371;529371001;16.97939047;48.20977273
Ag·tov·;529389;529389001;17.02877533;48.20222533
Alb·nska;529354;529354001;17.15886161;48.20983961
Alstrova;529354;529354002;17.14639276;48.21093593
Alviano;529362;529362001;17.20251413;48.20521342
Bakoöova;529419;529419001;17.04722283;48.19868475
BaniËova;529362;529362002;17.20730991;48.20646198
BarÛnka;529354;529354003;17.14852987;48.2095873
Bojnick·;529354;529354004;17.1638358;48.19553429
Borinsk·;529419;529419002;17.05007564;48.19144825
Bridlicov·;529371;529371004;16.97884171;48.2118028
Briûitsk·;529389;529389009;17.02484923;48.18963814
Bukovinsk·;529354;529354005;17.1522306;48.20534745
Burgundsk·;529346;529346016;17.13293155;48.19796467
Buzalkova;529362;529362003;17.20788644;48.1975731
Cabanova;529389;529389012;17.02622644;48.19320558
Cesta na Klanec;529419;529419003;17.05951451;48.19229508
Cesta na Senec;529320;529320028;17.18875306;48.18943334
CÌgeæsk·;529354;529354006;17.15662292;48.21472942
Cyprichova;529354;529354007;17.14379687;48.19737308
»achtick·;529354;529354008;17.15282676;48.20974001
»ernockÈho;529354;529354009;17.14608276;48.20081682
»erven·;529354;529354010;17.14349277;48.20918879
»iernohorsk·;529389;529389014;17.02708188;48.18908075
»ierny chodnÌk;529362;529362004;17.20631497;48.19950175
Delen·;529371;529371007;16.97893891;48.21129969
Dem‰novsk·;529354;529354011;17.15610345;48.208911
Detvianska;529354;529354012;17.15417281;48.21193385
Dopravn·;529354;529354013;17.16757741;48.19908405
Dorasteneck·;529362;529362005;17.20043214;48.20240722
DrobnÈho;529389;529389017;17.03907331;48.19098731
D˙bravËick·;529389;529389018;17.03809661;48.19684361
Eisnerova;529371;529371008;16.98067891;48.20590446
Fed·kova;529389;529389019;17.03320487;48.19220864
Frantiöka Feketeho;529362;529362043;17.20485537;48.20206484
Furmansk·;529419;529419004;17.04531421;48.19053362
Furmintsk·;529346;529346036;17.13148845;48.19814893
Gallayova;529389;529389021;17.03207283;48.19293811
Gelnick·;529354;529354014;17.15493689;48.21311834
Havelkova;529419;529419005;17.05198328;48.19672636
HeËkova;529354;529354015;17.14790319;48.20340066
HeyrovskÈho;529419;529419006;17.04730009;48.19557098
HlinÌcka;529354;529354016;17.14010159;48.19454527
HodonÌnska;529419;529419007;17.04637277;48.19521541
HodonÌnska;529427;529427006;17.0443971;48.20413813
Homolova;529389;529389024;17.02746041;48.19488416
Horn·;529354;529354017;17.13813615;48.19631212
Horsk·;529354;529354018;17.13298686;48.19454683
Hospod·rska;529362;529362006;17.21389279;48.20692189
Hradiötn·;529371;529371009;16.9748027;48.20757566
Hruökov·;529354;529354019;17.15251565;48.20376722
HubenÈho;529354;529354020;17.14295993;48.19773888
Hybeöova;529354;529354021;17.15281871;48.20594971
Charkovsk·;529371;529371010;16.97891821;48.21105791
Ihriskov·;529354;529354023;17.15790906;48.20884906
Istrijsk·;529371;529371012;16.97333642;48.21229356
Ivana BukovËana;529371;529371013;16.97997669;48.20782759
JaËmenn·;529362;529362007;17.20590904;48.20466484
Jakubsk·;529354;529354024;17.15108677;48.20337471
J·na PoniËana;529371;529371015;16.98111997;48.20711225
J·na Smreka;529371;529371016;16.98215602;48.20519498
JurkoviËova;529354;529354026;17.15101146;48.21217501
Kadn·rova;529354;529354028;17.14326505;48.20079771
Kafendova;529354;529354029;17.15085671;48.21024956
Kaliötn·;529371;529371019;16.97579436;48.20981189
Karola Adlera;529389;529389033;17.03147534;48.19029702
KatarÌny Br˙derovej;529362;529362052;17.21015709;48.20752372
Koæajn·;529354;529354034;17.1577252;48.20671241
Koncov·;529362;529362008;17.2097368;48.20896189
Koniarkova;529362;529362009;17.20386209;48.20712565
Kosatcov·;529371;529371020;16.97964394;48.20924243
KrasÚansk·;529346;529346251;17.12781297;48.19764283
Kratiny;529362;529362010;17.20631067;48.20881528
Kristy Bendovej;529389;529389076;17.03101151;48.19605427
KubaËova;529354;529354035;17.15118946;48.20914175
K˙koæov·;529362;529362011;17.2124521;48.20606889
Le·nska;529346;529346087;17.13069952;48.19654395
Lediny;529419;529419011;17.05007627;48.18982056
Lys·kova;529389;529389042;17.04077476;48.19012265
MalokarpatskÈ n·mestie;529419;529419033;17.0521883;48.19493652
Martina Granca;529389;529389077;17.02670882;48.19654906
Milana MareËka;529371;529371026;16.97870709;48.20681767
Modr˝ chodnÌk;529354;529354037;17.14298408;48.20918085
Mr·zov·;529354;529354038;17.15265175;48.20412912
Mudrochova;529354;529354039;17.1521847;48.21117119
Na barine;529419;529419012;17.04873954;48.20031269
Na Grbe;529371;529371028;16.97659429;48.21077186
Na Grunte;529346;529346108;17.13112783;48.19549901
Na hriadkach;529371;529371029;16.97083692;48.20406019
Na jarku;529362;529362044;17.20946802;48.2048277
Na kaötieli;529371;529371030;16.9725041;48.21406577
Na m˝te;529371;529371031;16.97138143;48.2105048
Na pasek·ch;529354;529354042;17.17447116;48.19815713
Na skale;529371;529371032;16.97339663;48.20240761
Na Slanci;529346;529346112;17.13230765;48.19731553
Na vyhliadke;529371;529371033;16.97558011;48.21233791
Nad jazierkom;529362;529362014;17.20322174;48.20761951
Nad k˙riou;529354;529354043;17.14960154;48.2150587
Nad V·lkom;529362;529362015;17.20118668;48.20949215
N·mestie Andreja Hlinku;529354;529354044;17.15181311;48.21398533
N·mestie 6.aprÌla;529371;529371034;16.97198165;48.20686284
N·mestie J·na Kostru;529371;529371035;16.97748869;48.20554606
NejedlÈho;529389;529389045;17.03627835;48.19317245
Nemeck· dolina;529362;529362050;17.20507966;48.20942586
Novodvorsk·;529389;529389047;17.02893724;48.19005563
Novohorsk·;529354;529354092;17.14611887;48.20928378
Novovesk·;529371;529371036;16.97748766;48.21068556
Nov˝ z·hon;529354;529354046;17.13922992;48.192897
OblaËn·;529354;529354047;17.15348617;48.20662863
OchotnÌcka;529362;529362051;17.20785389;48.20597017
Ondrejsk·;529354;529354049;17.1505658;48.20273854
Or·Ëska;529354;529354050;17.15759918;48.20867211
Osloboditeæsk·;529362;529362016;17.20503281;48.20502837
OûvoldÌkova;529389;529389049;17.03100435;48.19326527
Pavla Horova;529371;529371038;16.97944545;48.20369329
Pezinsk·;529354;529354052;17.13424188;48.19223778
Pieskovcov·;529371;529371039;16.97551063;48.20417528
Plickova;529354;529354053;17.14899116;48.20974884
Pod Glavicou;529371;529371056;16.98591023;48.20504451
Pod krÌûom;529362;529362045;17.20128979;48.1981964
Pod lipami;529362;529362017;17.20736822;48.20568953
Pod Lipov˝m;529371;529371040;16.97690584;48.20386987
Pod V·lkom;529362;529362018;17.20208051;48.20863621
Podh·j;529419;529419015;17.05225011;48.19549219
Podhorsk·;529371;529371041;16.97509881;48.20556664
Podlesn·;529419;529419016;17.05071167;48.19743183
Popovova;529389;529389055;17.02644;48.1900664
PraËansk·;529362;529362019;17.20659926;48.19994955
Pri Hrubej l˙ke;529389;529389080;17.03458745;48.1982754
Pri kolÌske;529354;529354058;17.14599871;48.21443243
Pri krÌûi;529389;529389057;17.03051382;48.19479846
Pri mlyne;529362;529362020;17.2115054;48.1971029
Pri pasienku;529362;529362046;17.20296215;48.19890151
Pri pastierni;529362;529362053;17.21079624;48.20717879
Pri starom letisku;529362;529362021;17.19518392;48.1985359
Pri struhe;529362;529362022;17.21505037;48.2093387
Pri äajb·ch;529354;529354059;17.16118296;48.20346148
Pri öanci;529362;529362047;17.20239008;48.19861958
Pribylinsk·;529354;529354061;17.1596561;48.19269905
PrÌjazdn·;529362;529362023;17.20083207;48.19476541
Primoravsk·;529371;529371043;16.97190831;48.20496442
P˙chovsk·;529354;529354062;17.16148934;48.21369961
RaËianska;529354;529354091;17.14298685;48.19456626
Rajt·kova;529419;529419020;17.05162108;48.18986537
Regr˙tska;529362;529362024;17.1902418;48.20834904
RemeselnÌcka;529354;529354063;17.15409372;48.20723636
RepaöskÈho;529389;529389058;17.03370889;48.18999565
RoænÌcka;529362;529362025;17.20995484;48.20584138
Rostovsk·;529354;529354064;17.15475789;48.20779721
RubÌnov·;529346;529346163;17.1328193;48.19583627
Rumunsk·;529354;529354066;17.15157039;48.20399536
Rustaveliho;529354;529354067;17.15711284;48.21381876
RybniËn·;529362;529362026;17.19235121;48.21273936
R˝nska ulica;529346;529346258;17.12925043;48.19862745
Sadmelijsk·;529354;529354068;17.14701389;48.20768166
Samova;529371;529371044;16.97775776;48.21266377
Saratovsk·;529389;529389059;17.03425878;48.19336059
Savignonsk·;529346;529346165;17.13117988;48.19710221
Sekurisova;529389;529389060;17.03841576;48.1918402
Semilonsk·;529346;529346167;17.1339628;48.1984274
Sklabinsk·;529354;529354069;17.16803166;48.20103483
SkuteckÈho;529362;529362027;17.20375594;48.20748821
Slovinec;529371;529371045;16.97359815;48.20448587
Sp·dov·;529371;529371046;16.97761231;48.21328886
Stanekova;529419;529419024;17.05369588;48.19563363
Star· Stupavsk·;529354;529354070;17.14154892;48.21278595
Star· Vajnorsk·;529362;529362028;17.18942814;48.18966684
Staviteæsk·;529354;529354071;17.17132421;48.19141391
Stol·rska;529354;529354072;17.15549528;48.20829038
Straten·;529354;529354073;17.15018447;48.20209257
