"","EST","res","perc_res","dPSQ","Xlok","Garsonka","PocetIzieb","vlast","park_garaz","vytah","rok","podlazie","stav","konstr","vybav","stary_rek","RozlohaIzby","balkon_rozl","lodzia_rozl","terasa_rozl","wp"
"1030",1266.80323571612,-58.7781596327143,-4.43414186702932,1325.58139534884,"599816","0","2","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",21.5,0,0,0,1
"684",1164.30711839991,-92.5894333242297,-7.36651184198261,1256.89655172414,"500011","0","2","osobne","0","1","novy","ine","kompl_rek","panel","na","0",29,0,0,0,1
"716",857.282499452966,17.920797325306,2.13505063191225,839.36170212766,"500933","0","4","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",23.5,0,0,0,1
"689",1109.54025614768,190.621337228761,20.744086698424,918.918918918919,"500011","0","3","osobne","0","0","uplnenovy","ine","kompl_rek","panel","na","0",24.67,0,0,0,1
"685",721.429088784242,52.074250074565,7.77976748101936,669.354838709677,"504025","0","2","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",31,0,0,0,1
"680",555.346545989235,57.2696229123119,11.4981482294989,498.076923076923,"501026","0","2","osobne","0","0","sociknovy","ine","kompl_rek","tehla","na","0",26,0,0,0,1
"706",1095.47925555432,44.1972042722718,4.20412430882586,1051.28205128205,"500011","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",26,0,0,0,1
"676",1478.39471545224,-317.605284547765,-17.6840358879602,1796,"500011","1","1","osobne","0","1","uplnenovy","ine","kompl_rek","panel","na","0",25,0,0,0,1
"696",815.831953585833,-41.3109035570239,-4.81960541498613,857.142857142857,"500933","0","3","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",23.33,0,0,0,1
"686",1072.60270777073,5.93604110405863,0.556503853505497,1066.66666666667,"500011","0","2","druzst","0","1","uplnenovy","ine","ciast_rek","panel","na","0",22.5,0,0,0,1
"711",715.607124497632,-52.3415934510862,-6.81576675990772,767.948717948718,"504025","0","4","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",19.5,0,0,0,1
"691",735.192299365623,114.71037165478,18.4873026162072,620.481927710843,"504025","0","3","druzst","0","1","uplnenovy","ine","kompl_rek","panel","na","0",27.67,0,0,0,1
"697",1136.32446584364,77.5009364318762,7.31953288523275,1058.82352941176,"500011","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",22.67,0,0,0,1
"683",767.264654083255,-94.1199613013605,-10.9265895420404,861.384615384615,"504998","0","2","osobne","0","1","uplnenovy","ine","kompl_rek","panel","na","0",32.5,0,0,0,1
"714",804.908299458051,32.1810267307779,4.16460345927715,772.727272727273,"504025","0","4","osobne","0","1","novy","ine","kompl_rek","panel","na","0",19.25,0,0,0,1
"980",710.444840267286,-60.3884930660478,-7.83418288424404,770.833333333333,"523585","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",24,0,0,0,1
"972",471.92771656761,21.2427850607609,4.71344470953054,450.684931506849,"520004","0","3","druzst","0","1","uplnenovy","ine","ciast_rek","panel","na","0",24.33,0,0,0,1
"957",731.715420954056,-53.0068012681664,-6.75484901116457,784.722222222222,"523925","0","3","osobne","0","0","sociknovy","ine","kompl_rek","tehla","na","0",24,0,0,0,1
"961",487.926456068728,57.3709005131727,13.3248543127369,430.555555555556,"543292","0","3","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",24,0,0.044,0,1
"925",861.531231961874,-62.1051316744899,-6.72398079152942,923.636363636364,"523381","0","2","osobne","0","1","socikstary","ine","ciast_rek","panel","na","0",27.5,0,0,0,1
"906",745.174733635165,-115.936377475946,-13.4635793197873,861.111111111111,"523585","0","1","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",36,0,0,0,1
"914",701.00147054627,57.864215644309,8.99717987152365,643.137254901961,"523585","0","2","osobne","0","1","sociknovy","ine","pov_stav","zmies","na","0",25.5,0.041,0,0,1
"952",513.354921253531,-49.1450787464687,-8.7369028882611,562.5,"543292","0","3","osobne","0","0","socikstary","ine","ciast_rek","zmies","na","0",21.33,0,0,0,1
"936",968.224568487944,173.581711345087,21.8439906411794,794.642857142857,"524140","0","2","osobne","0","0","novy","ine","kompl_rek","zmies","na","0",28,0,0,0,1
"948",845.240418342747,150.325164105459,21.6321577615173,694.915254237288,"527092","0","3","osobne","0","0","sociknovy","ine","kompl_rek","tehla","na","0",19.67,0,0,0,1
"923",699.560673414934,-77.0350712659175,-9.91958451917294,776.595744680851,"523585","0","2","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",23.5,0,0,0,1
"978",1274.99446132802,-11.7702445543296,-0.914716148222184,1286.76470588235,"560103","0","3","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","na","0",22.67,0,0,0,1
"904",770.159759536852,-17.7190283419357,-2.24895359724568,787.878787878788,"523585","0","1","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",33,0,0,0,1
"921",798.081478650266,-50.1328070640192,-5.91039409596858,848.214285714286,"525405","0","2","druzst","0","1","sociknovy","ine","kompl_rek","zmies","na","0",28,0,0,0,1
"916",889.759493997686,-81.0738393356474,-8.35095340796368,970.833333333333,"523763","0","2","osobne","0","0","uplnenovy","ine","novo","tehla","na","0",36,0,0,0,1
"917",584.180581912067,-36.1897884583032,-5.83357784103991,620.37037037037,"543292","0","2","osobne","0","1","sociknovy","ine","kompl_rek","zmies","na","0",27,0,0,0,1
"938",728.7701879922,-153.995769454609,-17.4446882727563,882.765957446809,"523925","0","2","osobne","0","0","novy","ine","ciast_rek","tehla","na","0",23.5,0,0,0,1
"939",603.935386613834,103.955386613834,20.7919089991268,499.98,"520004","0","2","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","na","0",25,0,0,0,1
"991",855.188199833266,-134.811800166734,-13.6173535521953,990,"523381","0","4","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",25,0,0,0,1
"989",506.803576890975,-168.736963649565,-24.9780662333824,675.540540540541,"519197","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","standard","0",24.67,0,0.068,0,1
"962",804.75653085422,158.602684700374,24.5456535845816,646.153846153846,"559890","0","3","osobne","0","0","sociknovy","ine","ciast_rek","panel","na","0",21.67,0,0,0,1
"910",881.289334232081,-11.5678086250615,-1.29559456600689,892.857142857143,"523381","0","1","osobne","0","1","sociknovy","ine","pov_stav","panel","na","0",42,0,0,0,1
"934",694.733530617849,-176.175560291241,-20.228926547011,870.909090909091,"523925","0","2","osobne","0","0","uplnenovy","ine","ciast_rek","tehla","na","0",27.5,0,0,0,1
"898",697.610030813026,-71.4375882345927,-9.28909816053527,769.047619047619,"523585","0","1","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",42,0,0,0,1
"899",1091.93896893765,132.479509478186,13.8077235230785,959.459459459459,"523381","0","1","osobne","0","1","novy","ine","kompl_rek","zmies","na","0",37,0,0,0,1
"915",1173.109683046,298.109683045999,34.0696780623999,875,"560103","0","2","osobne","0","0","socikstary","ine","ciast_rek","tehla","na","0",28,0,0,0,1
"900",1595.32766145126,-1909.78861761851,-54.4857421427786,3505.11627906977,"560103","0","1","osobne","0","1","novy","ine","novo","tehla","na","0",43,0.154,0,0,1
"981",833.58934495867,111.367122736448,15.4200631481236,722.222222222222,"524140","0","3","osobne","0","1","sociknovy","ine","pov_stav","zmies","na","0",24,0.041,0,0,1
"575",692.037631292241,-51.5521122975027,-6.93287027449175,743.589743589744,"513016","0","2","osobne","0","1","uplnenovy","ine","kompl_rek","tehla","na","0",39,0,0,0,1
"573",693.918686550772,-69.7176770855916,-9.12969580882747,763.636363636364,"512842","0","2","osobne","0","1","sociknovy","ine","ciast_rek","zmies","na","0",27.5,0,0,0,1
"563",1111.04093945427,144.374272787608,14.935269598718,966.666666666667,"505820","0","1","osobne","0","1","novy","ine","kompl_rek","panel","na","0",30,0,0,0,1
"661",913.131041992359,11.8152525186748,1.3108893305391,901.315789473684,"505820","0","4","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","na","0",19,0,0,0,1
"593",599.145204382763,-144.444539206981,-19.4253001002491,743.589743589744,"513016","0","2","osobne","0","0","uplnenovy","ine","ciast_rek","panel","na","0",39,0,0,0,1
"594",865.801173805649,-90.7205653247859,-9.48442273850034,956.521739130435,"505820","0","2","osobne","0","1","socikstary","ine","pov_stav","panel","na","0",23,0,0,0,1
"660",812.086693800619,-25.7511440372189,-3.07352364315193,837.837837837838,"505820","0","4","osobne","0","1","uplnenovy","ine","ciast_rek","panel","na","0",18.5,0,0.041,0,1
"643",730.664412248274,-144.335587751726,-16.4954957430544,875,"512842","0","3","druzst","0","1","uplnenovy","ine","kompl_rek","tehla","na","0",21.33,0,0,0,1
"552",767.927687368548,117.927687368548,18.1427211336228,650,"513440","0","1","osobne","0","0","socikstary","ine","ciast_rek","tehla","na","0",30,0,0,0,1
"640",657.511458269271,9.23020826927143,1.42379688896932,648.28125,"512842","0","3","osobne","0","0","sociknovy","ine","ciast_rek","panel","na","0",21.33,0,0,0,1
"608",668.564190565484,-81.435809434516,-10.8581079246021,750,"512842","0","3","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",20.67,0,0,0,1
"623",570.125653535201,28.9491829469661,5.34930554454808,541.176470588235,"542652","0","3","osobne","0","0","sociknovy","podstr","pov_stav","panel","na","0",22.67,0,0.037,0,1
"636",730.75770320145,-32.7558103120637,-4.29014152759772,763.513513513514,"506613","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",24.67,0,0,0,1
"646",668.759682134167,-57.787192865833,-7.95367716168803,726.546875,"512842","0","3","osobne","0","1","uplnenovy","ine","ciast_rek","panel","na","0",21.33,0,0,0,1
"609",687.477311543452,204.426464085824,42.3198644949602,483.050847457627,"513016","0","3","osobne","0","0","sociknovy","ine","pov_stav","zmies","na","0",19.67,0,0,0,1
"597",602.300786715787,120.482604897605,25.0058236579936,481.818181818182,"513881","0","2","osobne","0","1","socikstary","ine","pov_stav","panel","na","0",27.5,0,0,0,1
"580",981.31097575665,-195.772357576683,-16.63198790032,1177.08333333333,"505820","0","2","osobne","0","0","sociknovy","ine","kompl_rek","tehla","na","0",24,0,0,0,1
"551",916.104909736705,443.882687514483,93.9986867677729,472.222222222222,"506281","0","1","osobne","0","0","uplnenovy","ine","ciast_rek","tehla","na","0",36,0,0,0,1
"402",1100.78372660793,-267.637326023649,-19.5581122863436,1368.42105263158,"506745","0","1","osobne","0","1","sociknovy","prizem","ciast_rek","panel","zar_spotr","0",38,0,0.132,0,1
"396",1406.85523841889,192.569524133179,15.8586666933206,1214.28571428571,"506745","1","1","osobne","0","1","uplnenovy","ine","kompl_rek","panel","standard","0",28,0.107,0,0,1
"435",1178.04881514695,26.1257382238744,2.26801066384218,1151.92307692308,"506745","0","2","osobne","0","1","uplnenovy","ine","kompl_rek","panel","na","0",26,0,0,0,1
"445",1165.02649489789,-197.042470619351,-14.4664092353447,1362.06896551724,"506745","0","2","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","na","0",29,0,0,0,1
"423",1015.08880239848,-48.5475612378854,-4.5643006292029,1063.63636363636,"506745","0","2","osobne","0","1","novy","ine","pov_stav","panel","standard","0",27.5,0,0.073,0,1
"439",783.87359217622,92.206925509553,13.3311217604173,691.666666666667,"504009","0","2","osobne","0","0","novy","ine","ciast_rek","tehla","na","0",30,0,0,0,1
"421",739.5879869615,22.1966826136737,3.09408303099694,717.391304347826,"504815","0","2","osobne","0","1","sociknovy","ine","ciast_rek","panel","standard","0",23,0,0,0,1
"418",1229.19656542609,-79.8943436648194,-6.10304014106259,1309.09090909091,"501905","0","2","osobne","0","1","novy","ine","novo","tehla","na","0",27.5,0,0,0,1
"466",1276.20224843447,-197.823725591504,-13.4206404145778,1474.02597402597,"506745","0","3","firem","0","1","uplnenovy","ine","novo","zmies","standard","0",25.67,0,0.13,0,1
"430",1081.75827901859,38.0082790185884,3.64151176225996,1043.75,"501905","0","2","osobne","0","0","stary","ine","novo","tehla","na","0",40,0.075,0.056,0,1
"539",974.777214303911,106.951127347389,12.3240277003505,867.826086956522,"501727","0","4","osobne","0","0","novy","ine","novo","tehla","na","0",28.75,0,0,0.165,1
"393",1410.62768004625,-67.1500977315316,-4.54399157581793,1477.77777777778,"506745","1","1","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",27,0,0,0,1
"444",1130.86434348493,-90.8023231817394,-7.43265946917376,1221.66666666667,"506745","0","2","osobne","0","1","uplnenovy","ine","kompl_rek","panel","na","0",30,0,0.05,0,1
"414",1032.99322297246,149.659889639122,16.9426290157497,883.333333333333,"506745","0","2","osobne","0","0","sociknovy","ine","ciast_rek","panel","na","0",27,0,0,0,1
"442",829.328759673762,-99.2426688976661,-10.6876720351333,928.571428571429,"503665","0","2","osobne","0","0","socikstary","ine","ciast_rek","tehla","na","0",28,0,0,0,1
"471",676.031725742697,-36.6349409239696,-5.14054362824643,712.666666666667,"504815","0","3","osobne","0","1","sociknovy","ine","ciast_rek","panel","standard","0",25,0.067,0,0,1
"514",1052.61210912361,-802.109202351804,-43.2468855233962,1854.72131147541,"503665","0","3","osobne","0","1","novy","ine","novo","zmies","na","0",20.33,0,0,0,1
"401",651.353865394688,-0.161286120463046,-0.0247555440710722,651.515151515152,"504378","0","1","osobne","0","1","sociknovy","ine","ciast_rek","panel","standard","0",33,0,0,0,1
"541",664.380210350717,-68.1779291841664,-9.30682842831478,732.558139534884,"507059","0","4","osobne","0","0","uplnenovy","ine","ciast_rek","tehla","na","0",21.5,0.047,0,0,1
"409",1256.16626823138,-377.167065101955,-23.0918611286911,1633.33333333333,"506745","0","1","osobne","0","1","novy","ine","ciast_rek","zmies","standard","0",30,0,0,0,1
"494",834.699237879535,117.831768000017,16.4370365445402,716.867469879518,"503665","0","3","osobne","0","1","uplnenovy","ine","kompl_rek","panel","na","0",27.67,0,0,0,1
"495",819.365770473671,5.52856117134581,0.679320275376111,813.837209302326,"503665","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",28.67,0,0,0,1
"518",1029.03568072825,283.509364938773,38.028082836828,745.526315789474,"501638","0","3","osobne","0","0","uplnenovy","ine","novo","tehla","na","0",38,0,0,0.491,1
"397",1259.31129973626,-124.022033597078,-8.96544821183697,1383.33333333333,"501905","0","1","osobne","0","1","novy","ine","kompl_rek","panel","na","0",30,0,0,0,1
"400",1201.98384175647,-168.254253481622,-12.2791983427074,1370.2380952381,"506745","0","1","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",42,0,0.048,0,1
"534",643.983664228085,86.0889273859796,15.4310341540907,557.894736842105,"506818","0","4","osobne","0","0","sociknovy","prizem","ciast_rek","tehla","standard","0",23.75,0,0,0,1
"405",1187.72258978029,-350.738948681246,-22.798031664281,1538.46153846154,"507440","0","1","osobne","0","0","uplnenovy","ine","kompl_rek","panel","na","0",39,0.038,0,0,1
"454",694.615468537447,113.272184955358,19.4845606983542,581.343283582089,"501433","0","3","osobne","0","0","uplnenovy","ine","kompl_rek","zmies","na","0",22.33,0,0,0,1
"497",1123.08693096146,-75.4424808032418,-6.2945873553625,1198.52941176471,"506745","0","3","osobne","0","1","novy","podstr","kompl_rek","panel","zar_spotr","0",22.67,0,0,0,1
"535",908.673016773494,-79.4222213217444,-8.03791155545365,988.095238095238,"507032","0","4","osobne","0","0","sociknovy","ine","kompl_rek","tehla","na","0",21,0,0,0,1
"438",630.665879092852,92.9300300362485,17.2817248839339,537.735849056604,"504076","0","2","osobne","0","0","socikstary","ine","ciast_rek","tehla","na","0",26.5,0,0,0,1
"464",946.55085909071,-47.5667879681132,-4.78482482519482,994.117647058824,"503665","0","3","osobne","0","1","uplnenovy","ine","novo","tehla","standard","0",28.33,0.024,0.024,0,1
"533",575.329751396219,25.98909205556,4.73096094630119,549.340659340659,"504378","0","4","osobne","0","1","sociknovy","podstr","kompl_rek","panel","standard","0",22.75,0.055,0,0,1
"394",1498.29675668679,-210.036576646547,-12.2948239988223,1708.33333333333,"506745","1","1","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",24,0.125,0,0,1
"417",1053.9291241026,-112.737542564066,-9.66321793406278,1166.66666666667,"503665","0","2","osobne","0","0","novy","ine","novo","tehla","na","0",27,0,0,0,1
"432",1095.96377639271,-58.5460275288635,-5.07107235728947,1154.50980392157,"506745","0","2","osobne","0","0","novy","ine","ciast_rek","tehla","na","0",25.5,0,0,0,1
"411",655.312287723172,-138.805359335652,-17.4791933978228,794.117647058824,"504378","0","2","osobne","0","0","uplnenovy","ine","kompl_rek","panel","na","0",25.5,0,0,0,1
"793",661.582581815504,-19.2684820142837,-2.83005829584792,680.851063829787,"510998","0","3","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","standard","0",31.33,0,0.021,0,1
"789",694.373661585296,0.825274488521586,0.118993065786833,693.548387096774,"510998","0","3","osobne","0","1","sociknovy","prizem","kompl_rek","panel","standard","0",20.67,0.032,0,0,1
"731",704.87212400345,-78.4612093298838,-10.0163245953043,783.333333333333,"510726","0","1","osobne","0","0","uplnenovy","ine","kompl_rek","panel","na","0",36,0,0,0,1
"782",985.151488767763,47.2204542850047,5.03453372891595,937.931034482759,"517402","0","2","osobne","0","1","uplnenovy","ine","ciast_rek","panel","na","0",29,0,0,0,1
"776",950.721723019165,54.1814931341078,6.04339786749494,896.540229885057,"517402","0","2","osobne","0","0","uplnenovy","ine","kompl_rek","zmies","na","0",43.5,0,0,0,1
"854",1044.95027222406,268.830869238985,34.6378235365616,776.119402985075,"517402","0","4","osobne","0","0","uplnenovy","ine","novo","tehla","na","0",33.5,0,0,0,1
"724",1480.30578588635,-86.3608807803139,-5.51239664555195,1566.66666666667,"517402","1","1","osobne","0","1","novy","ine","kompl_rek","panel","na","0",21,0,0.214,0,1
"753",1119.39016129172,178.712195190024,18.9982333625431,940.677966101695,"517402","0","2","osobne","0","1","uplnenovy","ine","kompl_rek","zmies","na","0",29.5,0,0,0,1
"780",859.076754973409,234.076754973409,37.4522807957454,625,"512036","0","2","osobne","0","0","sociknovy","ine","pov_stav","zmies","na","0",20,0,0,0,1
"788",659.178744516049,36.2279248439177,5.81553530389205,622.950819672131,"510998","0","3","osobne","0","1","uplnenovy","ine","ciast_rek","panel","standard","0",20.33,0,0.033,0,1
"781",882.230789384394,42.94507509868,5.11686001175762,839.285714285714,"517461","0","2","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","na","0",28,0,0,0,1
"799",879.85702383624,-154.62573478445,-14.9471543624968,1034.48275862069,"509256","0","3","osobne","0","1","uplnenovy","ine","ciast_rek","panel","na","0",19.33,0,0,0,1
"806",720.992307268133,-44.6326927318669,-5.82957619354996,765.625,"510998","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","standard","0",21.33,0.031,0,0,1
"858",1012.30003729286,77.0482387317063,8.23823475669783,935.251798561151,"517402","0","5","osobne","0","0","uplnenovy","ine","kompl_rek","zmies","na","0",27.8,0,0.014,0,1
"830",870.894048445853,136.045563597368,18.5134169019099,734.848484848485,"512036","0","3","osobne","0","0","sociknovy","ine","kompl_rek","zmies","na","0",22,0,0,0,1
"725",1316.72315662807,-233.276843371927,-15.0501189272211,1550,"517402","1","1","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",20,0,0,0,1
"719",1220.71224922588,-57.0655285518937,-4.46599788666995,1277.77777777778,"517917","1","1","osobne","0","0","sociknovy","ine","kompl_rek","tehla","na","0",18,0,0,0,1
"851",951.373715721986,-22.6522583039881,-2.32563185254278,974.025974025974,"517402","0","4","osobne","0","1","sociknovy","ine","ciast_rek","panel","na","0",19.25,0,0,0,1
"796",634.507952118969,-70.4100806679158,-9.98840679242527,704.918032786885,"510726","0","3","osobne","0","1","socikstary","ine","kompl_rek","panel","na","0",20.33,0,0,0,1
"829",992.737884298335,-176.262115701665,-15.0780252952664,1169,"517402","0","3","osobne","0","1","stary","ine","kompl_rek","tehla","na","0",33.33,0,0,0,1
"845",804.760561941751,-6.21504781434692,-0.766366798160071,810.975609756098,"512036","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",27.33,0,0,0,1
"827",719.134288793452,-44.3792247200614,-5.8125002288222,763.513513513514,"512036","0","3","osobne","0","0","uplnenovy","prizem","ciast_rek","tehla","standard","0",24.67,0,0,0,1
"771",734.593478890766,-61.4065211092339,-7.71438707402437,796,"510262","0","2","osobne","0","1","novy","prizem","kompl_rek","panel","standard","0",25,0,0.06,0,1
"769",795.448980449821,73.2267582275983,10.1390896007444,722.222222222222,"512036","0","2","osobne","0","0","sociknovy","ine","pov_stav","zmies","na","0",27,0,0,0,1
"795",723.06005403765,141.978972956569,24.4335906948514,581.081081081081,"509132","0","3","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",24.67,0,0,0,1
"804",870.130958336695,-10.4660565886784,-1.18851829057873,880.597014925373,"509256","0","3","osobne","0","0","uplnenovy","ine","ciast_rek","tehla","na","0",22.33,0,0,0,1
"732",1138.22187594885,85.5191732461519,8.12377255483343,1052.7027027027,"517402","0","1","osobne","0","0","novy","ine","ciast_rek","zmies","na","0",37,0,0.122,0,1
"774",888.559968970462,-216.703188924275,-19.6064789979105,1105.26315789474,"512036","0","2","osobne","0","0","uplnenovy","ine","kompl_rek","tehla","na","0",28.5,0,0,0,1
"852",1046.39413419413,-116.105865805874,-9.98760135964507,1162.5,"517402","0","4","osobne","0","1","sociknovy","ine","kompl_rek","panel","na","0",20,0,0,0,1
